,Owner,Size,Type,Quality,DaysInDeposit,week
262,2,1,DRY,INSPECTION,30,1
263,2,1,DRY,INSPECTION,30,1
264,2,1,DRY,INSPECTION,29,1
265,1,2,DRY,CLASE B-C,34,1
266,6,2,DRY,INSPECTION,33,1
267,2,1,DRY,INSPECTION,15,1
268,2,1,DRY,INSPECTION,26,1
269,2,1,DRY,INSPECTION,30,1
270,2,1,DRY,INSPECTION,29,1
271,2,1,DRY,INSPECTION,29,1
272,2,1,DRY,INSPECTION,30,1
273,2,1,DRY,INSPECTION,28,1
274,2,1,DRY,INSPECTION,28,1
275,7,2,RF,CLASE B-C,26,1
276,7,2,RF,CLASE B-C,26,1
277,7,2,RF,CLASE B-C,26,1
278,1,2,DRY,CLASE B-C,16,1
279,2,1,DRY,INSPECTION,22,1
280,2,1,DRY,INSPECTION,19,1
281,2,1,DRY,INSPECTION,21,1
282,2,1,DRY,INSPECTION,20,1
283,2,2,DRY,INSPECTION,27,1
284,2,1,DRY,INSPECTION,22,1
285,2,2,DRY,INSPECTION,27,1
286,2,2,DRY,INSPECTION,25,1
287,2,1,DRY,INSPECTION,20,1
288,2,2,DRY,INSPECTION,24,1
289,2,1,DRY,INSPECTION,20,1
290,2,1,DRY,INSPECTION,21,1
291,7,2,RF,CLASE B-C,26,1
292,7,2,RF,CLASE B-C,22,1
293,7,2,RF,CLASE B-C,24,1
294,7,2,RF,CLASE B-C,26,1
295,7,2,RF,CLASE B-C,22,1
296,2,1,DRY,INSPECTION,12,1
297,2,1,DRY,INSPECTION,12,1
298,2,1,DRY,INSPECTION,12,1
299,2,1,DRY,INSPECTION,18,1
300,2,2,DRY,INSPECTION,15,1
301,2,1,DRY,INSPECTION,12,1
302,2,1,DRY,INSPECTION,12,1
303,2,1,DRY,INSPECTION,12,1
304,2,1,DRY,INSPECTION,16,1
305,2,1,DRY,INSPECTION,12,1
306,2,1,DRY,INSPECTION,13,1
307,2,1,DRY,INSPECTION,12,1
308,6,2,DRY,INSPECTION,15,1
309,6,2,DRY,INSPECTION,15,1
310,6,2,DRY,CLASE B-C,15,1
311,6,2,DRY,INSPECTION,15,1
312,6,2,DRY,INSPECTION,14,1
313,6,2,DRY,INSPECTION,14,1
314,6,2,DRY,INSPECTION,14,1
315,6,2,DRY,CLASE B-C,14,1
316,6,2,DRY,INSPECTION,14,1
317,6,2,DRY,INSPECTION,14,1
318,6,2,DRY,INSPECTION,14,1
319,6,2,DRY,INSPECTION,15,1
320,6,2,DRY,INSPECTION,15,1
321,6,2,DRY,INSPECTION,15,1
322,6,2,DRY,CLASE B-C,15,1
323,6,2,DRY,INSPECTION,15,1
324,6,2,DRY,INSPECTION,15,1
325,6,2,DRY,CLASE B-C,14,1
326,6,2,DRY,CLASE B-C,14,1
327,6,2,DRY,INSPECTION,14,1
328,6,2,DRY,INSPECTION,14,1
329,6,2,DRY,CLASE B-C,15,1
330,6,2,DRY,INSPECTION,14,1
331,6,2,DRY,INSPECTION,15,1
332,6,2,DRY,CLASE B-C,15,1
333,6,2,DRY,INSPECTION,15,1
334,6,2,DRY,CLASE B-C,15,1
335,6,2,DRY,INSPECTION,15,1
336,6,2,DRY,CLASE B-C,15,1
337,6,2,DRY,INSPECTION,15,1
338,6,2,DRY,INSPECTION,14,1
339,6,2,DRY,INSPECTION,15,1
340,6,2,DRY,CLASE B-C,15,1
341,6,2,DRY,INSPECTION,15,1
342,6,2,DRY,INSPECTION,15,1
343,6,2,DRY,INSPECTION,15,1
344,6,2,DRY,INSPECTION,14,1
345,6,2,DRY,INSPECTION,15,1
346,6,2,DRY,INSPECTION,14,1
347,1,2,DRY,CLASE B,15,1
348,1,2,DRY,CLASE B-C,15,1
349,1,2,DRY,CLASE B,14,1
350,1,2,DRY,CLASE B,14,1
351,1,2,DRY,CLASE B-C,15,1
352,2,2,DRY,CLASE B-C,11,1
353,2,2,DRY,CLASE B-C,3,1
354,2,2,DRY,CLASE B-C,4,1
355,2,2,DRY,CLASE B-C,1,1
356,2,2,DRY,CLASE B-C,2,1
357,2,2,DRY,CLASE B-C,2,1
358,2,2,DRY,CLASE B-C,1,1
359,2,2,DRY,CLASE B-C,11,1
360,2,2,DRY,CLASE B-C,1,1
361,2,2,DRY,CLASE B-C,2,1
362,2,2,DRY,CLASE B-C,4,1
363,2,2,DRY,CLASE B-C,4,1
364,2,2,DRY,CLASE B-C,12,1
365,2,2,DRY,CLASE B-C,4,1
366,2,2,DRY,CLASE B-C,12,1
367,2,2,DRY,CLASE B-C,3,1
368,2,2,DRY,CLASE B-C,4,1
369,2,2,DRY,CLASE B-C,4,1
370,2,2,DRY,CLASE B-C,1,1
371,2,2,DRY,CLASE B-C,3,1
372,2,2,DRY,CLASE B-C,3,1
373,2,2,DRY,CLASE B-C,4,1
374,2,2,DRY,CLASE B-C,2,1
375,2,2,DRY,CLASE B-C,2,1
376,2,2,DRY,CLASE B-C,2,1
377,2,2,DRY,CLASE B-C,12,1
378,2,2,DRY,CLASE B-C,3,1
379,2,2,DRY,CLASE B-C,2,1
380,2,2,DRY,CLASE B-C,4,1
381,2,2,DRY,CLASE B-C,3,1
382,2,2,DRY,CLASE B-C,3,1
383,2,2,DRY,CLASE B-C,4,1
384,2,2,DRY,CLASE B-C,4,1
385,2,2,DRY,CLASE A,1,1
386,2,2,DRY,CLASE B-C,4,1
387,2,2,DRY,CLASE B-C,12,1
388,2,2,DRY,CLASE B-C,4,1
389,2,2,DRY,CLASE B-C,12,1
390,2,2,DRY,CLASE B-C,4,1
391,2,2,DRY,CLASE B-C,4,1
392,2,2,DRY,CLASE B-C,2,1
393,2,2,DRY,CLASE B-C,2,1
394,2,2,DRY,CLASE B,12,1
395,2,2,DRY,CLASE B-C,12,1
396,2,2,DRY,CLASE B-C,11,1
397,2,2,DRY,CLASE B-C,2,1
398,2,2,DRY,CLASE B-C,12,1
399,2,2,DRY,CLASE B-C,3,1
400,2,2,DRY,CLASE B-C,12,1
401,2,2,DRY,CLASE B-C,11,1
402,2,2,DRY,CLASE B-C,4,1
403,2,2,DRY,CLASE B-C,3,1
404,2,2,DRY,CLASE B-C,1,1
405,2,2,DRY,CLASE B-C,12,1
406,2,2,DRY,CLASE B-C,4,1
407,2,2,DRY,CLASE B-C,2,1
408,2,2,DRY,CLASE B-C,1,1
409,2,2,DRY,CLASE B-C,2,1
410,2,2,DRY,CLASE B-C,2,1
411,2,2,DRY,CLASE B-C,1,1
412,2,2,DRY,CLASE B-C,3,1
413,2,2,DRY,CLASE B-C,2,1
414,2,2,DRY,CLASE B-C,3,1
415,2,2,DRY,CLASE B-C,3,1
416,2,2,DRY,CLASE B-C,3,1
417,2,2,DRY,CLASE B-C,3,1
418,2,2,DRY,CLASE B-C,3,1
419,2,2,DRY,CLASE B-C,2,1
420,5,2,DRY,CLASE B-C,9,1
421,5,2,DRY,CLASE B-C,9,1
422,5,2,DRY,CLASE B-C,9,1
423,5,2,DRY,CLASE B-C,9,1
424,5,2,DRY,CLASE B-C,9,1
425,5,2,DRY,CLASE B-C,9,1
426,5,2,DRY,CLASE B-C,9,1
427,5,2,DRY,CLASE B-C,9,1
428,5,2,DRY,CLASE B-C,9,1
429,5,2,DRY,CLASE B-C,9,1
430,5,2,DRY,CLASE B-C,9,1
431,1,2,DRY,CLASE B-C,5,1
432,1,2,DRY,CLASE D,5,1
433,1,2,DRY,CLASE B-C,4,1
434,1,2,DRY,CLASE B-C,4,1
435,1,2,DRY,CLASE B-C,4,1
436,1,2,DRY,CLASE D,5,1
437,1,2,DRY,CLASE B-C,5,1
438,1,2,DRY,CLASE B-C,5,1
439,1,2,DRY,CLASE B-C,4,1
440,2,2,DRY,CLASE B-C,4,1
441,2,2,DRY,CLASE B-C,4,1
442,1,2,DRY,CLASE B-C,12,1
443,1,2,DRY,CLASE B-C,12,1
444,1,2,DRY,CLASE B-C,12,1
445,1,2,DRY,CLASE B-C,12,1
446,1,2,DRY,CLASE B-C,12,1
447,1,2,DRY,CLASE B-C,12,1
448,1,2,DRY,CLASE B-C,12,1
449,7,2,DRY,CLASE B-C,4,1
450,7,2,DRY,CLASE B-C,4,1
451,7,2,DRY,CLASE B-C,4,1
452,7,2,DRY,CLASE B-C,4,1
453,7,2,DRY,CLASE B-C,4,1
454,7,2,DRY,CLASE B-C,4,1
455,7,2,DRY,CLASE B-C,4,1
456,7,2,DRY,CLASE B-C,4,1
457,6,2,DRY,INSPECTION,1,1
458,6,2,DRY,INSPECTION,2,1
459,6,2,DRY,INSPECTION,1,1
460,2,2,DRY,CLASE B-C,1,1
461,2,2,DRY,CLASE B-C,1,1
462,2,2,DRY,CLASE B-C,1,1
463,2,2,DRY,CLASE B-C,1,1
464,2,2,DRY,CLASE B-C,1,1
465,2,2,DRY,CLASE B-C,1,1
466,2,2,DRY,CLASE B-C,1,1
467,2,2,DRY,CLASE B-C,1,1
468,2,2,DRY,CLASE B-C,1,1
469,2,2,DRY,CLASE B-C,1,1
470,2,2,DRY,CLASE A,1,1
471,2,2,DRY,CLASE B-C,1,1
472,2,2,DRY,CLASE B-C,1,1
473,2,2,DRY,CLASE B-C,1,1
474,2,2,DRY,CLASE B-C,1,1
475,2,2,DRY,CLASE B-C,1,1
476,2,2,DRY,CLASE B-C,1,1
477,2,2,DRY,CLASE B-C,1,1
478,2,2,DRY,CLASE B-C,1,1
479,2,2,DRY,CLASE B-C,1,1
480,2,2,DRY,CLASE B-C,1,1
481,2,2,DRY,CLASE B-C,1,1
482,2,2,DRY,CLASE B-C,1,1
483,2,2,DRY,CLASE B-C,1,1
484,2,2,DRY,CLASE B-C,1,1
485,2,2,DRY,CLASE B-C,1,1
486,2,2,DRY,CLASE B-C,1,1
487,2,2,DRY,CLASE B-C,1,1
488,2,2,DRY,CLASE B-C,1,1
489,2,2,DRY,CLASE B-C,1,1
490,2,2,DRY,CLASE B-C,1,1
491,2,2,DRY,CLASE B-C,1,1
492,2,2,DRY,CLASE B-C,1,1
493,2,2,DRY,CLASE B-C,1,1
494,2,2,DRY,CLASE B-C,1,1
495,2,2,DRY,CLASE B-C,1,1
496,2,2,DRY,CLASE B-C,1,1
497,2,2,DRY,CLASE B-C,1,1
498,2,2,DRY,CLASE B-C,1,1
499,2,2,DRY,CLASE B-C,1,1
500,2,2,DRY,CLASE B-C,1,1
501,2,2,DRY,CLASE B-C,1,1
502,2,2,DRY,CLASE B-C,1,1
503,2,2,DRY,CLASE B-C,1,1
504,2,2,DRY,CLASE B-C,1,1
505,2,2,DRY,CLASE B-C,1,1
506,1,2,DRY,CLASE B-C,4,1
507,1,2,DRY,CLASE B-C,4,1
508,1,2,DRY,CLASE B-C,4,1
509,1,2,DRY,CLASE B-C,4,1
510,2,2,RF,INSPECTION,73,1
511,1,2,DRY,CLASE B-C,59,1
512,1,2,DRY,CLASE D,58,1
513,1,2,DRY,CLASE D,58,1
514,8,1,DRY,CLASE B-C,38,1
515,6,2,DRY,INSPECTION,23,1
516,6,2,DRY,INSPECTION,23,1
517,2,2,RF,INSPECTION,53,1
518,1,2,DRY,CLASE B-C,51,1
519,1,2,DRY,CLASE B-C,51,1
520,1,2,DRY,CLASE B-C,51,1
521,7,2,RF,CLASE B-C,42,1
522,2,1,DRY,INSPECTION,37,1
523,1,2,DRY,CLASE B-C,36,1
524,1,2,DRY,CLASE D,32,1
525,1,2,DRY,INSPECTION,36,1
526,1,2,DRY,CLASE B-C,30,1
527,1,2,DRY,CLASE B-C,42,1
528,1,2,DRY,CLASE B-C,37,1
529,1,2,DRY,CLASE B-C,36,1
530,1,1,DRY,CLASE B-C,37,1
531,1,1,DRY,CLASE B-C,37,1
532,4,2,DRY,CLASE B-C,41,1
533,4,2,DRY,CLASE B-C,40,1
534,2,2,DRY,INSPECTION,37,1
535,2,1,DRY,INSPECTION,21,1
536,2,2,DRY,INSPECTION,39,1
537,2,1,DRY,INSPECTION,29,1
538,2,1,DRY,INSPECTION,29,1
539,5,1,DRY,INSPECTION,33,1
540,1,2,DRY,CLASE B-C,29,1
541,1,1,DRY,CLASE B-C,30,1
542,1,2,DRY,CLASE B-C,37,1
543,1,2,DRY,CLASE B-C,37,1
544,1,2,DRY,CLASE B-C,31,1
545,1,2,DRY,CLASE B-C,36,1
546,1,2,DRY,CLASE B-C,35,1
547,1,2,DRY,CLASE B-C,37,1
548,1,2,DRY,CLASE B-C,37,1
549,1,2,DRY,CLASE B-C,37,1
550,1,2,DRY,CLASE B-C,37,1
551,1,2,DRY,CLASE B-C,36,1
552,1,2,DRY,CLASE B-C,36,1
553,1,2,DRY,CLASE B-C,36,1
554,1,2,DRY,CLASE B-C,36,1
555,1,2,DRY,CLASE B-C,36,1
556,1,1,DRY,CLASE B-C,24,1
557,1,1,DRY,CLASE B-C,24,1
558,1,1,DRY,CLASE B-C,30,1
559,1,2,DRY,CLASE B-C,21,1
560,1,1,DRY,CLASE B-C,24,1
561,2,1,DRY,INSPECTION,30,1
562,2,1,DRY,INSPECTION,26,1
563,5,1,DRY,INSPECTION,28,1
564,5,1,DRY,INSPECTION,22,1
565,4,2,DRY,CLASE B-C,31,1
566,4,2,DRY,CLASE B-C,16,1
567,4,2,DRY,CLASE B-C,27,1
568,1,2,DRY,CLASE B-C,35,1
569,1,2,DRY,CLASE B-C,35,1
570,1,2,DRY,CLASE B-C,33,1
571,1,2,DRY,CLASE B-C,35,1
572,1,2,DRY,CLASE B-C,35,1
573,1,2,DRY,CLASE B-C,35,1
574,6,2,DRY,INSPECTION,31,1
575,7,2,RF,CLASE B-C,29,1
576,1,2,DRY,CLASE A,30,1
577,1,2,DRY,CLASE B-C,30,1
578,7,2,RF,CLASE B-C,29,1
579,1,2,DRY,CLASE B-C,28,1
580,1,2,DRY,CLASE B-C,29,1
581,1,2,DRY,CLASE B-C,29,1
582,1,2,DRY,CLASE B-C,29,1
583,1,2,DRY,CLASE B-C,29,1
584,1,1,DRY,CLASE B-C,24,1
585,1,2,DRY,CLASE B-C,16,1
586,1,2,DRY,CLASE B-C,16,1
587,1,2,DRY,CLASE D,15,1
588,1,2,DRY,CLASE D,20,1
589,1,2,DRY,CLASE B-C,16,1
590,1,2,DRY,CLASE D,24,1
591,1,2,DRY,CLASE D,24,1
592,1,2,DRY,CLASE B-C,16,1
593,1,2,DRY,CLASE B-C,16,1
594,1,2,DRY,CLASE D,20,1
595,1,2,DRY,CLASE B-C,16,1
596,1,2,DRY,CLASE D,24,1
597,2,2,DRY,CLASE B-C,28,1
598,2,1,DRY,INSPECTION,21,1
599,2,2,DRY,CLASE B-C,27,1
600,2,2,DRY,CLASE B-C,27,1
601,2,2,DRY,CLASE B-C,27,1
602,2,2,DRY,CLASE B-C,27,1
603,2,2,DRY,CLASE B-C,27,1
604,2,2,DRY,CLASE B-C,27,1
605,2,2,DRY,CLASE B-C,27,1
606,2,2,DRY,CLASE B-C,28,1
607,2,2,DRY,CLASE B-C,28,1
608,2,2,DRY,CLASE B-C,28,1
609,2,2,DRY,CLASE B-C,28,1
610,2,2,DRY,CLASE B-C,1,1
611,2,2,DRY,CLASE B-C,28,1
612,2,2,DRY,CLASE B-C,28,1
613,2,2,DRY,CLASE B-C,28,1
614,5,2,DRY,INSPECTION,24,1
615,5,2,DRY,INSPECTION,25,1
616,1,2,DRY,CLASE B-C,29,1
617,1,2,DRY,CLASE B-C,29,1
618,1,2,DRY,CLASE B-C,28,1
619,7,2,RF,CLASE B-C,28,1
620,7,2,RF,CLASE B-C,25,1
621,7,2,RF,CLASE B-C,26,1
622,7,2,RF,CLASE B-C,26,1
623,7,2,RF,CLASE B-C,28,1
624,7,2,RF,CLASE B-C,23,1
625,6,2,DRY,INSPECTION,28,1
626,1,2,DRY,CLASE B-C,28,1
627,1,2,DRY,CLASE B-C,28,1
628,1,2,DRY,CLASE B-C,28,1
629,6,2,DRY,INSPECTION,17,1
630,6,2,DRY,INSPECTION,18,1
631,6,2,DRY,INSPECTION,23,1
632,4,2,DRY,CLASE B-C,4,1
633,4,2,DRY,CLASE B-C,7,1
634,4,2,DRY,CLASE B-C,18,1
635,2,1,DRY,INSPECTION,14,1
636,2,1,DRY,INSPECTION,12,1
637,2,2,DRY,CLASE B-C,21,1
638,2,2,DRY,CLASE B-C,21,1
639,2,2,DRY,CLASE B-C,21,1
640,2,2,DRY,CLASE B-C,21,1
641,2,2,DRY,CLASE B-C,21,1
642,2,2,DRY,CLASE B-C,21,1
643,2,2,DRY,CLASE B-C,21,1
644,2,2,DRY,CLASE B-C,21,1
645,2,2,DRY,CLASE B-C,21,1
