,Condition,Owner,Size,Type,Quality,week
7493,O,7,2,DRY,CLASE B-C,4
7494,D,7,2,DRY,CLASE B-C,4
7495,O,7,2,DRY,CLASE B-C,4
7496,O,7,2,DRY,CLASE B-C,4
7497,O,7,2,DRY,CLASE B-C,4
7498,O,7,2,DRY,CLASE D,4
7499,O,7,2,DRY,CLASE B-C,4
7500,O,7,2,DRY,CLASE B-C,4
7501,O,7,2,DRY,CLASE B-C,4
7502,O,7,2,DRY,CLASE B-C,4
7503,O,7,2,DRY,CLASE B-C,4
7504,O,7,2,DRY,CLASE B-C,4
7505,O,7,2,DRY,CLASE B-C,4
7506,O,7,2,DRY,CLASE B-C,4
7507,O,7,2,DRY,CLASE B-C,4
7508,O,7,2,DRY,CLASE B-C,4
7509,O,7,2,DRY,CLASE B-C,4
7510,O,7,2,DRY,CLASE B-C,4
7511,O,7,2,DRY,CLASE B-C,4
7512,O,7,2,DRY,CLASE B-C,4
7513,O,7,2,DRY,CLASE B-C,4
7514,O,7,2,DRY,CLASE B-C,4
7515,O,7,2,DRY,CLASE B-C,4
7516,O,7,2,DRY,CLASE B-C,4
7517,O,7,2,DRY,CLASE B-C,4
7518,O,7,2,DRY,CLASE B-C,4
7519,D,7,2,DRY,CLASE B-C,4
7520,O,7,2,DRY,CLASE B-C,4
7521,O,7,2,DRY,CLASE B-C,4
7522,O,7,2,DRY,CLASE B-C,4
7523,O,7,2,DRY,CLASE B-C,4
7524,O,7,2,DRY,CLASE B-C,4
7525,O,7,2,DRY,CLASE B-C,4
7526,O,7,2,DRY,CLASE B-C,4
7527,O,7,2,DRY,CLASE B-C,4
7528,D,7,2,DRY,CLASE B-C,4
7529,O,7,2,DRY,CLASE B-C,4
7530,O,7,2,DRY,CLASE B-C,4
7531,O,7,2,DRY,CLASE B-C,4
7532,D,7,2,DRY,CLASE B-C,4
7533,O,7,2,DRY,CLASE B-C,4
7534,O,7,2,DRY,CLASE B-C,4
7535,O,7,2,DRY,CLASE B-C,4
7536,O,7,2,DRY,CLASE B-C,4
7537,O,7,2,DRY,CLASE B-C,4
7538,O,7,2,DRY,CLASE B-C,4
7539,O,7,2,DRY,CLASE B-C,4
7540,O,7,2,DRY,CLASE B-C,4
7541,O,7,2,DRY,CLASE B-C,4
7542,O,7,2,DRY,CLASE B-C,4
7543,D,7,2,DRY,CLASE B-C,4
7544,D,7,2,DRY,CLASE B-C,4
7545,O,7,2,DRY,CLASE B-C,4
7546,O,7,2,DRY,CLASE B-C,4
7547,O,7,2,DRY,CLASE B-C,4
7548,O,7,2,DRY,CLASE B-C,4
7549,O,7,2,DRY,CLASE B-C,4
7550,O,7,2,DRY,CLASE B-C,4
7551,O,7,2,DRY,CLASE B-C,4
7552,O,7,2,DRY,CLASE B-C,4
7553,D,7,2,DRY,CLASE B-C,4
7554,I,7,2,DRY,CLASE B-C,4
7555,O,7,2,DRY,CLASE B-C,4
7556,O,7,2,DRY,CLASE B-C,4
7557,O,7,2,DRY,CLASE D,4
7558,O,7,2,DRY,CLASE B-C,4
7559,O,7,2,DRY,CLASE B-C,4
7560,D,7,2,DRY,CLASE B-C,4
7561,O,7,2,DRY,CLASE B-C,4
7562,D,7,2,DRY,CLASE D,4
7563,D,7,2,DRY,CLASE D,4
7564,O,7,2,DRY,CLASE B-C,4
7565,O,7,2,DRY,CLASE B-C,4
7566,O,7,2,DRY,CLASE B-C,4
7567,O,7,2,DRY,CLASE B-C,4
7568,D,7,2,DRY,CLASE B-C,4
7569,O,7,2,DRY,CLASE B-C,4
7570,O,7,2,DRY,CLASE B-C,4
7571,O,7,2,DRY,CLASE B-C,4
7572,O,7,2,DRY,CLASE B-C,4
7573,O,7,2,DRY,CLASE A,4
7574,O,7,2,DRY,CLASE B-C,4
7575,O,7,2,DRY,CLASE B-C,4
7576,O,7,2,DRY,CLASE B-C,4
7577,O,7,2,DRY,CLASE A,4
7578,O,7,2,DRY,CLASE B-C,4
7579,O,7,2,DRY,CLASE B-C,4
7580,O,7,2,DRY,CLASE B-C,4
7581,O,7,2,DRY,CLASE B-C,4
7582,O,7,2,DRY,CLASE B-C,4
7583,O,7,2,DRY,CLASE B-C,4
7584,O,7,2,DRY,CLASE B-C,4
7585,O,7,2,DRY,CLASE B-C,4
7586,O,7,2,DRY,CLASE B-C,4
7587,O,7,2,DRY,CLASE B-C,4
7588,O,7,2,DRY,CLASE B-C,4
7589,O,7,2,DRY,CLASE B-C,4
7590,O,7,2,DRY,CLASE B-C,4
7591,O,7,2,DRY,CLASE B-C,4
7592,D,7,2,DRY,CLASE B-C,4
7593,O,7,2,DRY,CLASE B-C,4
7594,O,7,2,DRY,CLASE B-C,4
7595,O,7,2,DRY,CLASE B-C,4
7596,O,7,2,DRY,CLASE B-C,4
7597,O,7,2,DRY,CLASE B-C,4
7598,O,7,2,DRY,CLASE B-C,4
7599,O,7,2,DRY,CLASE B-C,4
7600,O,7,2,DRY,CLASE B-C,4
7601,O,7,2,DRY,CLASE B-C,4
7602,O,7,2,DRY,CLASE B-C,4
7603,O,7,2,DRY,CLASE B-C,4
7604,O,7,2,DRY,CLASE B-C,4
7605,O,7,2,DRY,CLASE B-C,4
7606,O,7,2,DRY,CLASE B-C,4
7607,O,7,2,DRY,CLASE B-C,4
7608,O,7,2,DRY,CLASE B-C,4
7609,O,7,2,DRY,CLASE B-C,4
7610,O,7,2,DRY,CLASE B-C,4
7611,O,7,2,DRY,CLASE B-C,4
7612,O,7,2,DRY,CLASE B-C,4
7613,O,7,2,DRY,CLASE B-C,4
7614,O,7,2,DRY,CLASE B-C,4
7615,O,7,2,DRY,CLASE B-C,4
7616,I,7,2,DRY,CLASE B-C,4
7617,O,7,2,DRY,CLASE B-C,4
7618,O,7,2,DRY,CLASE B-C,4
7619,O,7,2,DRY,CLASE B-C,4
7620,O,7,2,DRY,CLASE B-C,4
7621,O,7,2,DRY,CLASE B-C,4
7622,O,7,2,DRY,CLASE B-C,4
7623,O,7,2,DRY,CLASE B-C,4
7624,D,7,2,DRY,CLASE B-C,4
7625,O,7,2,DRY,CLASE B-C,4
7626,O,7,2,DRY,CLASE B-C,4
7627,O,7,2,DRY,CLASE B-C,4
7628,O,7,2,DRY,CLASE B-C,4
7629,O,7,2,DRY,CLASE B-C,4
7630,O,7,2,DRY,CLASE B-C,4
7631,I,7,2,DRY,INSPECTION,4
7632,I,7,2,DRY,INSPECTION,4
7633,O,7,2,DRY,CLASE B-C,4
7634,O,7,2,DRY,CLASE B-C,4
7635,O,7,2,DRY,CLASE B-C,4
7636,D,7,2,DRY,CLASE B-C,4
7637,O,7,2,DRY,CLASE B-C,4
7638,O,7,2,DRY,CLASE B-C,4
7639,O,7,2,DRY,CLASE B-C,4
7640,O,7,2,DRY,CLASE B-C,4
7641,O,7,2,DRY,CLASE B-C,4
7642,O,7,2,DRY,CLASE B-C,4
7643,O,7,2,DRY,CLASE B-C,4
7644,O,7,2,DRY,CLASE D,4
7645,O,7,2,DRY,CLASE B-C,4
7646,O,7,2,DRY,CLASE B-C,4
7647,O,7,2,DRY,CLASE B-C,4
7648,D,7,2,DRY,CLASE B-C,4
7649,O,7,2,DRY,CLASE B-C,4
7650,O,7,2,DRY,CLASE B-C,4
7651,O,7,2,DRY,CLASE B-C,4
7652,O,7,2,DRY,CLASE B-C,4
7653,O,7,2,DRY,CLASE B-C,4
7654,O,7,2,DRY,CLASE B-C,4
7655,D,7,2,DRY,CLASE B-C,4
7656,O,7,2,DRY,CLASE D,4
7657,O,7,2,DRY,CLASE B-C,4
7658,O,7,2,DRY,CLASE B-C,4
7659,D,7,2,DRY,CLASE B-C,4
7660,O,7,2,DRY,CLASE B-C,4
7661,D,7,2,DRY,CLASE B-C,4
7662,O,7,2,DRY,CLASE B-C,4
7663,O,7,2,DRY,CLASE B-C,4
7664,D,7,2,DRY,CLASE B-C,4
7665,O,7,2,DRY,CLASE B-C,4
7666,O,7,2,DRY,CLASE B-C,4
7667,O,7,2,DRY,CLASE B-C,4
7668,O,7,2,DRY,CLASE B-C,4
7669,O,7,2,DRY,CLASE B-C,4
7670,O,7,2,DRY,CLASE B-C,4
7671,O,7,2,DRY,CLASE B-C,4
7672,O,7,2,DRY,CLASE B-C,4
7673,O,7,2,DRY,CLASE B-C,4
7674,I,7,2,DRY,INSPECTION,4
7675,O,7,2,DRY,CLASE B-C,4
7676,O,7,2,DRY,CLASE B-C,4
7677,O,7,2,DRY,CLASE B-C,4
7678,O,7,2,DRY,CLASE B-C,4
7679,O,7,2,DRY,CLASE B-C,4
7680,O,7,2,DRY,CLASE B-C,4
7681,O,7,2,DRY,CLASE B-C,4
7682,O,7,2,DRY,CLASE B-C,4
7683,O,7,2,DRY,CLASE B-C,4
7684,O,7,2,DRY,CLASE B-C,4
7685,I,7,2,DRY,INSPECTION,4
7686,O,7,2,DRY,CLASE B-C,4
7687,O,7,2,DRY,CLASE B-C,4
7688,O,7,2,DRY,CLASE B-C,4
7689,O,7,2,DRY,CLASE B-C,4
7690,O,7,2,DRY,CLASE B-C,4
7691,O,7,2,DRY,CLASE B-C,4
7692,O,7,2,DRY,CLASE B-C,4
7693,O,7,2,DRY,CLASE B-C,4
7694,D,7,2,DRY,CLASE B-C,4
7695,O,7,2,DRY,CLASE B-C,4
7696,O,7,2,DRY,CLASE B-C,4
7697,O,7,2,DRY,CLASE B-C,4
7698,O,7,2,DRY,CLASE B-C,4
7699,O,7,2,DRY,CLASE B-C,4
7700,O,7,2,DRY,CLASE B-C,4
7701,O,7,2,DRY,CLASE B-C,4
7702,O,7,2,DRY,CLASE B-C,4
7703,O,7,2,DRY,CLASE B-C,4
7704,O,7,2,DRY,CLASE B-C,4
7705,O,7,2,DRY,CLASE B-C,4
7706,O,7,2,DRY,CLASE B-C,4
7707,O,7,2,DRY,CLASE B-C,4
7708,O,7,2,DRY,CLASE B-C,4
7709,O,7,2,DRY,CLASE B-C,4
7710,O,7,2,DRY,CLASE B-C,4
7711,O,7,2,DRY,CLASE B-C,4
7712,O,7,2,DRY,CLASE B-C,4
7713,O,7,2,DRY,CLASE B-C,4
7714,O,7,2,DRY,CLASE B-C,4
7715,O,7,2,DRY,CLASE B-C,4
7716,O,7,2,DRY,CLASE B-C,4
7717,O,7,2,DRY,CLASE B,4
7718,O,7,2,DRY,CLASE B,4
7719,O,7,2,DRY,CLASE B-C,4
7720,O,7,2,DRY,CLASE B-C,4
7721,O,7,2,DRY,CLASE B-C,4
7722,O,7,2,DRY,CLASE B-C,4
7723,O,7,2,DRY,CLASE B-C,4
7724,O,7,2,DRY,CLASE B-C,4
7725,O,7,2,DRY,CLASE B-C,4
7726,O,7,2,DRY,CLASE B-C,4
7727,O,7,2,DRY,CLASE B-C,4
7728,O,7,2,DRY,CLASE B-C,4
7729,O,7,2,DRY,CLASE B-C,4
7730,O,7,2,DRY,CLASE B-C,4
7731,O,7,2,DRY,CLASE B-C,4
7732,O,7,2,DRY,CLASE B-C,4
7733,I,7,2,DRY,INSPECTION,4
7734,O,7,2,DRY,CLASE B-C,4
7735,O,7,2,DRY,CLASE B-C,4
7736,D,7,2,DRY,CLASE B-C,4
7737,O,7,2,DRY,CLASE B-C,4
7738,O,7,2,DRY,CLASE B-C,4
7739,O,7,2,DRY,CLASE B-C,4
7740,O,7,2,DRY,CLASE B-C,4
7741,O,7,2,DRY,CLASE B-C,4
7742,O,7,2,DRY,CLASE B-C,4
7743,O,7,2,DRY,CLASE B-C,4
7744,O,7,2,DRY,CLASE B-C,4
7745,O,7,2,DRY,CLASE B-C,4
7746,O,7,2,DRY,CLASE B-C,4
7747,O,7,2,DRY,CLASE B-C,4
7748,O,7,2,DRY,CLASE B-C,4
7749,O,7,2,DRY,CLASE B-C,4
7750,O,3,2,DRY,CLASE B-C,4
7751,O,7,2,DRY,CLASE B-C,4
7752,O,7,2,DRY,CLASE B-C,4
7753,D,1,2,DRY,CLASE D,4
7754,D,1,2,DRY,CLASE D,4
7755,I,1,2,DRY,CLASE B-C,4
7756,D,1,2,DRY,CLASE D,4
7757,I,1,2,RF,INSPECTION,4
7758,O,6,2,DRY,CLASE B-C,4
7759,D,1,2,DRY,CLASE B-C,4
7760,O,1,2,DRY,CLASE B-C,4
7761,O,1,2,DRY,CLASE B-C,4
7762,D,1,2,DRY,CLASE B-C,4
7763,D,1,2,DRY,CLASE B-C,4
7764,O,1,2,DRY,CLASE B-C,4
7765,O,1,2,DRY,CLASE B-C,4
7766,O,1,2,DRY,CLASE B-C,4
7767,O,1,2,DRY,CLASE B-C,4
7768,O,1,2,DRY,CLASE B-C,4
7769,O,6,2,DRY,CLASE B-C,4
7770,O,1,2,DRY,CLASE B-C,4
7771,O,6,2,DRY,CLASE B-C,4
7772,O,1,2,DRY,CLASE B-C,4
7773,O,6,2,DRY,CLASE B-C,4
7774,O,6,2,DRY,INSPECTION,4
7775,O,7,2,DRY,CLASE D,4
7776,O,7,2,DRY,CLASE B-C,4
7777,D,7,2,DRY,CLASE B-C,4
7778,O,7,2,DRY,CLASE B-C,4
7779,O,7,2,DRY,CLASE B-C,4
7780,O,7,2,DRY,CLASE D,4
7781,O,7,2,DRY,CLASE B-C,4
7782,D,7,2,DRY,CLASE B-C,4
7783,O,7,2,DRY,CLASE B,4
7784,O,7,2,DRY,CLASE B-C,4
7785,O,7,2,DRY,CLASE B-C,4
7786,O,7,2,DRY,CLASE B-C,4
7787,O,7,2,DRY,CLASE B-C,4
7788,O,7,2,DRY,CLASE B-C,4
7789,O,7,2,DRY,CLASE B-C,4
7790,I,7,2,RF,CLASE B-C,4
7791,I,7,2,DRY,INSPECTION,4
7792,D,7,2,DRY,CLASE B-C,4
7793,D,7,2,DRY,CLASE B-C,4
7794,I,7,2,DRY,INSPECTION,4
7795,O,7,2,DRY,CLASE B-C,4
7796,O,7,2,DRY,CLASE B-C,4
7797,O,7,2,DRY,CLASE B-C,4
7798,I,7,2,RF,CLASE B-C,4
7799,O,7,2,DRY,CLASE B-C,4
7800,O,7,2,DRY,CLASE B-C,4
7801,O,7,2,DRY,CLASE B-C,4
7802,O,7,2,DRY,CLASE B-C,4
7803,D,7,2,DRY,CLASE B-C,4
7804,O,7,2,DRY,CLASE B-C,4
7805,O,7,2,DRY,CLASE B-C,4
7806,O,7,2,DRY,CLASE B-C,4
7807,O,7,2,DRY,CLASE B-C,4
7808,O,7,2,DRY,CLASE B-C,4
7809,O,7,2,DRY,CLASE B-C,4
7810,O,7,2,DRY,CLASE B-C,4
7811,O,7,2,DRY,CLASE B-C,4
7812,O,7,2,DRY,CLASE B-C,4
7813,O,7,2,DRY,CLASE B-C,4
7814,O,7,2,DRY,CLASE B-C,4
7815,I,7,2,DRY,INSPECTION,4
7816,O,7,2,DRY,CLASE B-C,4
7817,O,7,2,DRY,CLASE B-C,4
7818,O,7,2,DRY,CLASE B-C,4
7819,O,7,2,DRY,CLASE B-C,4
7820,O,7,2,DRY,CLASE B-C,4
7821,O,7,2,DRY,CLASE B-C,4
7822,O,7,2,DRY,CLASE B-C,4
7823,O,7,2,DRY,CLASE B-C,4
7824,O,7,2,DRY,CLASE B-C,4
7825,O,7,2,DRY,CLASE B-C,4
7826,O,7,2,DRY,CLASE B-C,4
7827,O,7,2,DRY,CLASE B,4
7828,O,7,2,DRY,CLASE B,4
7829,D,7,2,DRY,CLASE B-C,4
7830,O,7,2,DRY,CLASE D,4
7831,O,7,2,DRY,CLASE B-C,4
7832,O,7,2,DRY,CLASE B-C,4
7833,O,7,2,DRY,CLASE B-C,4
7834,O,7,2,DRY,CLASE B-C,4
7835,O,7,2,DRY,CLASE B-C,4
7836,O,7,2,DRY,CLASE B-C,4
7837,O,7,2,DRY,CLASE B-C,4
7838,O,7,2,DRY,CLASE B-C,4
7839,O,7,2,DRY,CLASE B-C,4
7840,O,7,2,DRY,CLASE B-C,4
7841,O,7,2,DRY,CLASE B-C,4
7842,D,7,2,DRY,CLASE B-C,4
7843,O,7,2,DRY,CLASE B-C,4
7844,O,7,2,DRY,CLASE B-C,4
7845,O,7,2,DRY,CLASE B-C,4
7846,O,7,2,DRY,CLASE B-C,4
7847,O,7,2,DRY,CLASE B-C,4
7848,O,7,2,DRY,CLASE B-C,4
7849,O,7,2,DRY,CLASE B-C,4
7850,O,7,2,DRY,CLASE B-C,4
7851,O,7,2,DRY,CLASE B-C,4
7852,I,7,2,DRY,INSPECTION,4
7853,O,7,2,DRY,CLASE B-C,4
7854,O,7,2,DRY,CLASE B-C,4
7855,O,7,2,DRY,CLASE B-C,4
7856,O,7,2,DRY,CLASE B-C,4
7857,D,7,2,DRY,CLASE B-C,4
7858,O,7,2,DRY,CLASE B-C,4
7859,O,7,2,DRY,CLASE B-C,4
7860,O,7,2,DRY,CLASE B-C,4
7861,O,7,2,DRY,CLASE B-C,4
7862,O,7,2,DRY,CLASE B-C,4
7863,O,7,2,DRY,CLASE B-C,4
7864,D,7,2,DRY,CLASE B-C,4
7865,O,7,2,DRY,CLASE B-C,4
7866,O,7,2,DRY,CLASE B-C,4
7867,O,7,2,DRY,CLASE B-C,4
7868,O,7,2,DRY,CLASE B-C,4
7869,D,7,2,DRY,CLASE B-C,4
7870,D,7,2,DRY,CLASE B-C,4
7871,O,7,2,DRY,CLASE B-C,4
7872,O,7,2,DRY,CLASE B-C,4
7873,O,7,2,DRY,CLASE B-C,4
7874,O,7,2,DRY,CLASE B-C,4
7875,O,7,2,DRY,CLASE B-C,4
7876,D,7,2,DRY,CLASE B-C,4
7877,O,7,2,DRY,CLASE D,4
7878,O,7,2,DRY,CLASE B-C,4
7879,O,7,2,DRY,CLASE B-C,4
7880,D,7,2,DRY,CLASE B-C,4
7881,O,7,2,DRY,CLASE B-C,4
7882,O,7,2,DRY,CLASE B-C,4
7883,O,7,2,DRY,CLASE B-C,4
7884,O,7,2,DRY,CLASE B-C,4
7885,O,7,2,DRY,CLASE B-C,4
7886,O,7,2,DRY,CLASE B-C,4
7887,O,7,2,DRY,CLASE B-C,4
7888,I,7,2,DRY,INSPECTION,4
7889,O,7,2,DRY,CLASE B-C,4
7890,O,7,2,DRY,CLASE B-C,4
7891,O,7,2,DRY,CLASE B-C,4
7892,O,7,2,DRY,CLASE B-C,4
7893,O,7,2,DRY,CLASE B-C,4
7894,O,7,2,DRY,CLASE B-C,4
7895,O,7,2,DRY,CLASE B-C,4
7896,O,7,2,DRY,CLASE B-C,4
7897,D,7,2,DRY,CLASE B-C,4
7898,O,7,2,DRY,CLASE B-C,4
7899,O,7,2,DRY,CLASE B-C,4
7900,O,7,2,DRY,CLASE B-C,4
7901,O,7,2,DRY,CLASE D,4
7902,D,7,2,DRY,CLASE B-C,4
7903,D,7,2,DRY,CLASE B-C,4
7904,O,7,2,DRY,CLASE D,4
7905,O,7,2,DRY,CLASE B-C,4
7906,O,7,2,DRY,CLASE B-C,4
7907,O,7,2,DRY,CLASE B-C,4
7908,O,7,2,DRY,CLASE B-C,4
7909,O,7,2,DRY,CLASE B-C,4
7910,D,7,2,DRY,CLASE B-C,4
7911,O,7,2,DRY,CLASE B-C,4
7912,D,7,2,DRY,CLASE B-C,4
7913,O,7,2,DRY,CLASE B-C,4
7914,O,7,2,DRY,CLASE B-C,4
7915,O,7,2,DRY,CLASE B-C,4
7916,I,7,2,DRY,INSPECTION,4
7917,O,7,2,DRY,CLASE B-C,4
7918,O,7,2,DRY,CLASE B-C,4
7919,O,7,2,DRY,CLASE B-C,4
7920,O,7,2,DRY,CLASE B-C,4
7921,D,7,2,DRY,CLASE B,4
7922,O,7,2,DRY,CLASE B-C,4
7923,D,7,2,DRY,CLASE B-C,4
7924,O,7,2,DRY,CLASE B-C,4
7925,O,7,2,DRY,CLASE B-C,4
7926,O,7,2,DRY,CLASE B-C,4
7927,O,7,2,DRY,CLASE B,4
7928,O,7,2,DRY,CLASE B-C,4
7929,O,7,2,DRY,CLASE B-C,4
7930,O,7,2,DRY,CLASE B-C,4
7931,O,7,2,DRY,CLASE B-C,4
7932,O,7,2,DRY,CLASE B-C,4
7933,O,7,2,DRY,CLASE B-C,4
7934,O,7,2,DRY,CLASE B-C,4
7935,O,7,2,DRY,CLASE B-C,4
7936,O,7,2,DRY,CLASE B-C,4
7937,O,7,2,DRY,CLASE B-C,4
7938,O,7,2,DRY,CLASE B-C,4
7939,O,7,2,DRY,CLASE B-C,4
7940,O,7,2,DRY,CLASE B-C,4
7941,O,7,2,DRY,CLASE B-C,4
7942,O,7,2,DRY,CLASE B-C,4
7943,O,7,2,DRY,CLASE B-C,4
7944,O,7,2,DRY,CLASE B-C,4
7945,O,7,2,DRY,CLASE B-C,4
7946,D,7,2,DRY,CLASE B-C,4
7947,D,7,2,DRY,CLASE B-C,4
7948,O,7,2,DRY,CLASE B,4
7949,O,7,2,DRY,CLASE B-C,4
7950,O,7,2,DRY,CLASE B,4
7951,O,7,2,DRY,CLASE A,4
7952,O,7,2,DRY,CLASE A,4
7953,O,7,2,DRY,CLASE B,4
7954,O,7,2,DRY,CLASE A,4
7955,O,7,2,DRY,CLASE A,4
7956,O,7,2,DRY,CLASE B,4
7957,O,7,2,DRY,CLASE A,4
7958,O,7,2,DRY,CLASE A,4
7959,O,7,2,DRY,CLASE B,4
7960,O,7,2,DRY,CLASE A,4
7961,O,7,2,DRY,CLASE B-C,4
7962,O,7,2,DRY,CLASE B-C,4
7963,O,7,2,DRY,CLASE A,4
7964,O,7,2,DRY,CLASE B-C,4
7965,O,7,2,DRY,CLASE B,4
7966,O,7,2,DRY,CLASE A,4
7967,O,7,2,DRY,CLASE B-C,4
7968,O,7,2,DRY,CLASE B-C,4
7969,O,7,2,DRY,CLASE B-C,4
7970,O,7,2,DRY,CLASE B-C,4
7971,O,7,2,DRY,CLASE A,4
7972,D,7,2,DRY,CLASE B-C,4
7973,O,7,2,DRY,CLASE B,4
7974,O,7,2,DRY,CLASE B-C,4
7975,O,7,2,DRY,CLASE B-C,4
7976,D,7,2,DRY,CLASE B,4
7977,O,7,2,DRY,CLASE B,4
7978,O,7,2,DRY,CLASE A,4
7979,O,7,2,DRY,CLASE B,4
7980,O,7,2,DRY,CLASE B-C,4
7981,O,7,2,DRY,CLASE B-C,4
7982,O,7,2,DRY,CLASE B-C,4
7983,O,7,2,DRY,CLASE B-C,4
7984,O,7,2,DRY,CLASE B-C,4
7985,O,7,2,DRY,CLASE B-C,4
7986,O,7,2,DRY,CLASE B-C,4
7987,O,7,2,DRY,CLASE B-C,4
7988,O,7,2,DRY,CLASE B-C,4
7989,O,7,2,DRY,CLASE B-C,4
7990,O,7,2,DRY,CLASE A,4
7991,O,7,2,DRY,CLASE A,4
7992,O,7,2,DRY,CLASE B-C,4
7993,O,7,2,DRY,CLASE B-C,4
7994,D,7,2,DRY,CLASE B-C,4
7995,O,7,2,DRY,CLASE B-C,4
7996,O,7,2,DRY,CLASE B-C,4
7997,O,7,2,DRY,CLASE B-C,4
7998,O,7,2,DRY,CLASE B-C,4
7999,O,7,2,DRY,CLASE B-C,4
8000,O,7,2,DRY,CLASE B-C,4
8001,O,7,2,DRY,CLASE B-C,4
8002,O,7,2,DRY,CLASE B-C,4
8003,O,7,2,DRY,CLASE B-C,4
8004,O,7,2,DRY,CLASE B-C,4
8005,O,7,2,DRY,CLASE B-C,4
8006,O,7,2,DRY,CLASE B-C,4
8007,O,7,2,DRY,CLASE B-C,4
8008,O,7,2,DRY,CLASE B-C,4
8009,O,7,2,DRY,CLASE B-C,4
8010,O,7,2,DRY,CLASE B-C,4
8011,O,7,2,DRY,CLASE B-C,4
8012,O,7,2,DRY,CLASE B-C,4
8013,O,7,2,DRY,CLASE B-C,4
8014,O,7,2,DRY,CLASE B-C,4
8015,O,7,2,DRY,CLASE B-C,4
8016,O,7,2,DRY,CLASE B-C,4
8017,O,7,2,DRY,CLASE B-C,4
8018,O,7,2,DRY,CLASE B-C,4
8019,D,7,2,DRY,CLASE B-C,4
8020,O,7,2,DRY,CLASE B-C,4
8021,O,7,2,DRY,CLASE B-C,4
8022,O,7,2,DRY,CLASE B-C,4
8023,O,7,2,DRY,CLASE B-C,4
8024,O,7,2,DRY,CLASE B-C,4
8025,O,7,2,DRY,CLASE B-C,4
8026,O,7,2,DRY,CLASE B-C,4
8027,O,7,2,DRY,CLASE B-C,4
8028,O,7,2,DRY,CLASE B-C,4
8029,O,7,2,DRY,CLASE B-C,4
8030,O,7,2,DRY,CLASE B-C,4
8031,O,7,2,DRY,CLASE B-C,4
8032,O,7,2,DRY,CLASE B-C,4
8033,O,7,2,DRY,CLASE B-C,4
8034,O,7,2,DRY,CLASE B-C,4
8035,O,7,2,DRY,CLASE B-C,4
8036,O,7,2,DRY,CLASE B-C,4
8037,O,7,2,DRY,CLASE B-C,4
8038,O,7,2,DRY,CLASE B-C,4
8039,O,7,2,DRY,CLASE B-C,4
8040,O,7,2,DRY,CLASE B-C,4
8041,O,7,2,DRY,CLASE B-C,4
8042,D,7,2,DRY,CLASE B-C,4
8043,O,7,2,DRY,CLASE B-C,4
8044,O,7,2,DRY,CLASE B-C,4
8045,O,7,2,DRY,CLASE B-C,4
8046,O,7,2,DRY,CLASE B-C,4
8047,O,7,2,DRY,CLASE B-C,4
8048,O,7,2,DRY,CLASE B-C,4
8049,O,7,2,DRY,CLASE B-C,4
8050,O,7,2,DRY,CLASE B-C,4
8051,O,7,2,DRY,CLASE B-C,4
8052,D,7,2,DRY,CLASE B-C,4
8053,D,7,2,DRY,CLASE B-C,4
8054,O,7,2,DRY,CLASE B-C,4
8055,O,7,2,DRY,CLASE B-C,4
8056,O,7,2,DRY,CLASE B-C,4
8057,O,7,2,DRY,CLASE B-C,4
8058,O,7,2,DRY,CLASE B-C,4
8059,D,7,2,DRY,CLASE B-C,4
8060,O,7,2,DRY,CLASE B-C,4
8061,O,7,2,DRY,CLASE B-C,4
8062,D,7,2,DRY,CLASE B-C,4
8063,O,7,2,DRY,CLASE B-C,4
8064,O,7,2,DRY,CLASE B-C,4
8065,O,7,2,DRY,CLASE B-C,4
8066,O,7,2,DRY,CLASE B-C,4
8067,O,7,2,DRY,CLASE B-C,4
8068,O,7,2,DRY,CLASE B-C,4
8069,O,7,2,DRY,CLASE B-C,4
8070,O,7,2,DRY,CLASE B-C,4
8071,D,7,2,DRY,CLASE B-C,4
8072,O,7,2,DRY,CLASE B-C,4
8073,O,7,2,DRY,CLASE B-C,4
8074,O,7,2,DRY,CLASE B-C,4
8075,D,7,2,DRY,CLASE B-C,4
8076,O,7,2,DRY,CLASE B-C,4
8077,O,7,2,DRY,CLASE B-C,4
8078,O,7,2,DRY,CLASE B-C,4
8079,O,7,2,DRY,CLASE B-C,4
8080,O,7,2,DRY,CLASE B-C,4
8081,O,7,2,DRY,CLASE B-C,4
8082,D,7,2,DRY,CLASE B-C,4
8083,O,7,2,DRY,CLASE B-C,4
8084,O,7,2,DRY,CLASE B-C,4
8085,O,7,2,DRY,CLASE B-C,4
8086,O,7,2,DRY,CLASE B-C,4
8087,O,7,2,DRY,CLASE B-C,4
8088,D,7,2,DRY,CLASE B-C,4
8089,O,7,2,DRY,CLASE B-C,4
8090,O,7,2,DRY,CLASE B-C,4
8091,O,7,2,DRY,CLASE B-C,4
8092,I,7,2,RF,CLASE B,4
8093,O,7,2,DRY,CLASE B-C,4
8094,O,7,2,DRY,CLASE B-C,4
8095,O,7,2,DRY,CLASE B-C,4
8096,O,7,2,DRY,CLASE B-C,4
8097,O,7,2,DRY,CLASE B-C,4
8098,O,7,2,DRY,CLASE B-C,4
8099,O,7,2,DRY,CLASE B-C,4
8100,O,7,2,DRY,CLASE B-C,4
8101,O,7,2,DRY,CLASE B-C,4
8102,O,7,2,DRY,CLASE B-C,4
8103,O,7,2,DRY,CLASE B-C,4
8104,O,7,2,DRY,CLASE B-C,4
