,Condition,Owner,Size,Type,Quality,week
2173,O,3,2,DRY,CLASE B-C,2
2174,O,3,2,DRY,CLASE B-C,2
2175,O,3,2,DRY,CLASE B-C,2
2176,O,3,2,DRY,CLASE B-C,2
2177,O,3,2,DRY,CLASE B-C,2
2178,O,3,2,DRY,CLASE B-C,2
2179,O,3,2,DRY,CLASE B,2
2180,O,3,2,DRY,CLASE A,2
2181,O,3,2,DRY,CLASE A,2
2182,O,3,2,DRY,CLASE A,2
2183,O,3,2,DRY,CLASE B,2
2184,O,3,2,DRY,CLASE B-C,2
2185,O,3,2,DRY,CLASE B-C,2
2186,O,3,2,DRY,CLASE B-C,2
2187,O,3,2,DRY,CLASE B-C,2
2188,D,3,2,DRY,CLASE B-C,2
2189,O,3,2,DRY,CLASE B-C,2
2190,O,3,2,DRY,CLASE B-C,2
2191,O,3,2,DRY,CLASE B-C,2
2192,O,3,2,DRY,CLASE B-C,2
2193,O,3,2,DRY,CLASE B-C,2
2194,D,3,2,DRY,CLASE B-C,2
2195,O,3,2,DRY,CLASE B-C,2
2196,O,3,2,DRY,CLASE B-C,2
2197,O,3,2,DRY,CLASE B-C,2
2198,O,7,2,DRY,CLASE B-C,2
2199,O,7,2,DRY,CLASE B-C,2
2200,O,7,2,DRY,CLASE B-C,2
2201,O,7,2,DRY,CLASE B-C,2
2202,O,7,2,DRY,CLASE B-C,2
2203,O,7,2,DRY,CLASE B-C,2
2204,O,7,2,DRY,CLASE D,2
2205,O,7,2,DRY,CLASE B-C,2
2206,D,7,2,DRY,CLASE B-C,2
2207,O,7,2,DRY,CLASE D,2
2208,O,7,2,DRY,CLASE B-C,2
2209,O,7,2,DRY,CLASE B-C,2
2210,O,7,2,DRY,CLASE B-C,2
2211,O,7,2,DRY,CLASE B-C,2
2212,O,7,2,DRY,CLASE B-C,2
2213,O,7,2,DRY,CLASE B-C,2
2214,O,7,2,DRY,CLASE B-C,2
2215,I,7,2,DRY,CLASE B-C,2
2216,O,7,2,DRY,CLASE B-C,2
2217,O,7,2,DRY,CLASE B-C,2
2218,O,7,2,DRY,CLASE B-C,2
2219,O,7,2,DRY,CLASE B-C,2
2220,D,7,2,DRY,CLASE B-C,2
2221,O,7,2,DRY,CLASE B-C,2
2222,O,7,2,DRY,CLASE B-C,2
2223,O,7,2,DRY,CLASE B-C,2
2224,O,7,2,DRY,CLASE B-C,2
2225,O,7,2,DRY,CLASE B-C,2
2226,O,7,2,DRY,CLASE B-C,2
2227,O,7,2,DRY,CLASE B-C,2
2228,O,7,2,DRY,CLASE B-C,2
2229,O,7,2,DRY,CLASE B-C,2
2230,O,7,2,DRY,CLASE B-C,2
2231,O,7,2,DRY,CLASE B-C,2
2232,O,7,2,DRY,CLASE B-C,2
2233,O,7,2,DRY,CLASE B-C,2
2234,O,7,2,DRY,CLASE B-C,2
2235,O,7,2,DRY,CLASE B-C,2
2236,O,7,2,DRY,CLASE B-C,2
2237,O,7,2,DRY,CLASE B-C,2
2238,O,7,2,DRY,CLASE B-C,2
2239,O,7,2,DRY,CLASE B-C,2
2240,O,7,2,DRY,CLASE B-C,2
2241,O,7,2,DRY,CLASE B-C,2
2242,O,7,2,DRY,CLASE B-C,2
2243,O,7,2,DRY,CLASE B-C,2
2244,O,7,2,DRY,CLASE B-C,2
2245,O,7,2,DRY,CLASE B-C,2
2246,O,7,2,DRY,CLASE B-C,2
2247,O,7,2,DRY,CLASE B-C,2
2248,O,7,2,DRY,CLASE B-C,2
2249,O,7,2,DRY,CLASE B-C,2
2250,O,7,2,DRY,CLASE B-C,2
2251,O,7,2,DRY,CLASE B-C,2
2252,O,7,2,DRY,CLASE B-C,2
2253,O,7,2,DRY,CLASE B-C,2
2254,O,7,2,DRY,CLASE B-C,2
2255,O,7,2,DRY,CLASE B-C,2
2256,O,7,2,DRY,CLASE B-C,2
2257,O,7,2,DRY,CLASE B-C,2
2258,D,7,2,DRY,CLASE B-C,2
2259,O,7,2,DRY,CLASE B-C,2
2260,O,7,2,DRY,CLASE B-C,2
2261,O,7,2,DRY,CLASE B-C,2
2262,O,7,2,DRY,CLASE B-C,2
2263,O,7,2,DRY,CLASE B-C,2
2264,O,7,2,DRY,CLASE B-C,2
2265,O,7,2,DRY,CLASE A,2
2266,O,7,2,DRY,CLASE B-C,2
2267,O,7,2,DRY,CLASE B-C,2
2268,O,7,2,DRY,CLASE B-C,2
2269,O,7,2,DRY,CLASE B-C,2
2270,O,7,2,DRY,CLASE B-C,2
2271,O,7,2,DRY,CLASE B-C,2
2272,O,7,2,DRY,CLASE B-C,2
2273,O,7,2,DRY,CLASE B-C,2
2274,O,7,2,DRY,CLASE B-C,2
2275,O,7,2,DRY,CLASE B-C,2
2276,O,7,2,DRY,CLASE B-C,2
2277,O,7,2,DRY,CLASE B-C,2
2278,O,7,2,DRY,CLASE B-C,2
2279,O,7,2,DRY,CLASE B-C,2
2280,O,7,2,DRY,CLASE B-C,2
2281,O,7,2,DRY,CLASE B-C,2
2282,O,7,2,DRY,CLASE B-C,2
2283,O,7,2,DRY,CLASE B-C,2
2284,O,7,2,DRY,CLASE B-C,2
2285,O,7,2,DRY,CLASE B-C,2
2286,O,7,2,DRY,CLASE B-C,2
2287,I,7,2,DRY,INSPECTION,2
2288,O,7,2,DRY,CLASE B-C,2
2289,O,7,2,DRY,CLASE B-C,2
2290,O,7,2,DRY,CLASE B-C,2
2291,O,7,2,DRY,CLASE B-C,2
2292,O,7,2,DRY,CLASE B-C,2
2293,O,7,2,DRY,CLASE B-C,2
2294,O,7,2,DRY,CLASE B-C,2
2295,O,7,2,DRY,CLASE B-C,2
2296,O,7,2,DRY,CLASE B-C,2
2297,O,7,2,DRY,CLASE B-C,2
2298,O,7,2,DRY,CLASE B-C,2
2299,O,7,2,DRY,CLASE B-C,2
2300,O,7,2,DRY,CLASE B-C,2
2301,O,7,1,DRY,CLASE B-C,2
2302,O,7,2,DRY,CLASE B-C,2
2303,O,7,2,DRY,CLASE B-C,2
2304,O,7,2,DRY,CLASE B-C,2
2305,O,7,2,DRY,CLASE B-C,2
2306,O,7,2,DRY,CLASE B-C,2
2307,O,7,2,DRY,CLASE B-C,2
2308,O,7,2,DRY,CLASE B-C,2
2309,O,7,2,DRY,CLASE B-C,2
2310,O,7,2,DRY,CLASE B-C,2
2311,O,7,2,DRY,CLASE B-C,2
2312,O,7,2,DRY,CLASE B-C,2
2313,O,7,2,DRY,CLASE B-C,2
2314,O,7,2,DRY,CLASE B-C,2
2315,O,7,2,DRY,CLASE B-C,2
2316,O,7,2,DRY,CLASE B-C,2
2317,O,7,2,DRY,CLASE B-C,2
2318,O,7,2,DRY,CLASE B-C,2
2319,O,7,2,DRY,CLASE B-C,2
2320,O,7,2,DRY,CLASE B-C,2
2321,I,7,2,DRY,INSPECTION,2
2322,O,7,2,DRY,CLASE B-C,2
2323,O,7,2,DRY,CLASE B-C,2
2324,O,7,2,DRY,CLASE B-C,2
2325,O,7,2,DRY,CLASE B-C,2
2326,O,7,2,DRY,CLASE B-C,2
2327,O,7,2,DRY,CLASE B-C,2
2328,O,7,2,DRY,CLASE B-C,2
2329,O,7,2,DRY,CLASE B-C,2
2330,I,7,1,DRY,INSPECTION,2
2331,I,7,1,DRY,INSPECTION,2
2332,D,7,1,DRY,CLASE D,2
2333,O,7,2,DRY,CLASE B-C,2
2334,O,7,2,DRY,CLASE B-C,2
2335,O,7,2,DRY,CLASE B-C,2
2336,O,7,2,DRY,CLASE B-C,2
2337,O,7,2,DRY,CLASE B-C,2
2338,O,7,2,DRY,CLASE B-C,2
2339,O,7,2,DRY,CLASE B-C,2
2340,O,7,2,DRY,CLASE B-C,2
2341,O,7,2,DRY,CLASE B-C,2
2342,O,7,2,DRY,CLASE B-C,2
2343,O,7,2,DRY,CLASE B-C,2
2344,O,7,2,DRY,CLASE B-C,2
2345,O,7,2,DRY,CLASE B-C,2
2346,O,7,2,DRY,CLASE B-C,2
2347,O,7,2,DRY,CLASE B-C,2
2348,O,7,2,DRY,CLASE B-C,2
2349,O,7,2,DRY,INSPECTION,2
2350,O,7,2,DRY,CLASE B-C,2
2351,O,7,2,DRY,CLASE B-C,2
2352,O,7,2,DRY,CLASE B-C,2
2353,O,7,2,DRY,CLASE B-C,2
2354,O,7,2,DRY,INSPECTION,2
2355,O,7,2,DRY,CLASE B-C,2
2356,O,7,2,DRY,CLASE B-C,2
2357,O,7,2,DRY,CLASE B-C,2
2358,O,7,2,DRY,CLASE B-C,2
2359,O,7,2,DRY,CLASE B-C,2
2360,O,7,2,DRY,CLASE B-C,2
2361,O,7,2,DRY,CLASE B-C,2
2362,O,7,2,DRY,CLASE B-C,2
2363,I,7,2,DRY,INSPECTION,2
2364,D,7,2,DRY,CLASE B-C,2
2365,O,7,2,DRY,CLASE B-C,2
2366,O,7,2,DRY,CLASE B-C,2
2367,O,7,2,DRY,CLASE B-C,2
2368,O,7,2,DRY,CLASE B-C,2
2369,D,7,2,DRY,CLASE B-C,2
2370,O,7,2,DRY,CLASE B-C,2
2371,O,7,2,DRY,CLASE B-C,2
2372,O,7,2,DRY,CLASE B-C,2
2373,O,7,2,DRY,CLASE B-C,2
2374,O,7,2,DRY,CLASE D,2
2375,O,7,2,DRY,CLASE B-C,2
2376,O,7,2,DRY,CLASE B-C,2
2377,O,7,2,DRY,CLASE B-C,2
2378,O,7,2,DRY,CLASE B-C,2
2379,O,7,2,DRY,CLASE B-C,2
2380,O,7,2,DRY,CLASE B-C,2
2381,O,7,2,DRY,CLASE B-C,2
2382,O,7,2,DRY,CLASE B-C,2
2383,O,7,2,DRY,CLASE B-C,2
2384,O,7,2,DRY,CLASE B-C,2
2385,O,7,2,DRY,CLASE B-C,2
2386,O,7,2,DRY,CLASE B-C,2
2387,O,7,2,DRY,CLASE B-C,2
2388,O,7,2,DRY,CLASE B-C,2
2389,O,7,2,DRY,CLASE B-C,2
2390,O,7,2,DRY,CLASE B-C,2
2391,O,7,2,DRY,CLASE B-C,2
2392,O,7,2,DRY,CLASE B-C,2
2393,O,7,2,DRY,CLASE B-C,2
2394,O,7,2,DRY,CLASE B-C,2
2395,O,7,2,DRY,CLASE B-C,2
2396,O,7,2,DRY,CLASE B-C,2
2397,O,7,2,DRY,CLASE B-C,2
2398,O,7,2,DRY,CLASE B-C,2
2399,O,7,2,DRY,CLASE B-C,2
2400,O,7,2,DRY,CLASE B-C,2
2401,O,7,2,DRY,CLASE B-C,2
2402,O,7,2,DRY,CLASE B-C,2
2403,O,7,2,DRY,CLASE B-C,2
2404,O,7,2,DRY,CLASE B-C,2
2405,O,7,2,DRY,CLASE B-C,2
2406,O,7,2,DRY,CLASE B-C,2
2407,O,7,2,DRY,CLASE B-C,2
2408,O,7,2,DRY,CLASE B-C,2
2409,O,7,2,DRY,CLASE B-C,2
2410,O,7,2,DRY,CLASE B-C,2
2411,D,7,2,DRY,CLASE B-C,2
2412,O,7,2,DRY,CLASE B-C,2
2413,O,7,2,DRY,CLASE B-C,2
2414,O,7,2,DRY,CLASE B-C,2
2415,O,7,2,DRY,CLASE B-C,2
2416,O,7,2,DRY,CLASE B-C,2
2417,O,7,2,DRY,CLASE B-C,2
2418,O,7,2,DRY,CLASE B-C,2
2419,O,7,2,DRY,CLASE B-C,2
2420,O,7,2,DRY,CLASE B-C,2
2421,O,7,2,DRY,CLASE B-C,2
2422,O,7,2,DRY,CLASE B-C,2
2423,O,7,2,DRY,CLASE B-C,2
2424,O,7,2,DRY,CLASE B-C,2
2425,O,7,2,DRY,CLASE B-C,2
2426,O,7,2,DRY,CLASE B-C,2
2427,O,7,2,DRY,CLASE B-C,2
2428,O,7,2,DRY,CLASE B-C,2
2429,O,7,2,DRY,CLASE B-C,2
2430,O,7,2,DRY,CLASE B-C,2
2431,O,7,2,DRY,CLASE B-C,2
2432,O,7,2,DRY,CLASE B-C,2
2433,O,7,2,DRY,CLASE B-C,2
2434,O,7,2,DRY,CLASE B-C,2
2435,O,7,2,DRY,CLASE B-C,2
2436,O,7,2,DRY,CLASE B-C,2
2437,O,7,2,DRY,CLASE B-C,2
2438,O,7,2,DRY,CLASE B-C,2
2439,O,7,2,DRY,CLASE B-C,2
2440,O,7,2,DRY,CLASE B-C,2
2441,O,7,2,DRY,CLASE B-C,2
2442,O,7,2,DRY,CLASE B-C,2
2443,O,7,2,DRY,CLASE B-C,2
2444,O,7,2,DRY,CLASE B-C,2
2445,O,7,2,DRY,CLASE B-C,2
2446,O,7,2,DRY,CLASE B-C,2
2447,O,7,2,DRY,CLASE B-C,2
2448,O,7,2,DRY,CLASE B-C,2
2449,O,7,2,DRY,CLASE B-C,2
2450,D,7,2,DRY,CLASE B-C,2
2451,O,7,2,DRY,CLASE B-C,2
2452,O,7,2,DRY,CLASE B-C,2
2453,O,7,2,DRY,CLASE B-C,2
2454,O,7,2,DRY,CLASE B-C,2
2455,O,7,2,DRY,CLASE B-C,2
2456,O,7,2,DRY,CLASE B-C,2
2457,O,7,2,DRY,CLASE B-C,2
2458,O,7,2,DRY,CLASE B-C,2
2459,O,7,2,DRY,CLASE B-C,2
2460,O,7,2,DRY,CLASE B-C,2
2461,O,7,2,DRY,CLASE B-C,2
2462,O,7,2,DRY,CLASE B-C,2
2463,O,7,2,DRY,CLASE B-C,2
2464,O,7,2,DRY,CLASE B-C,2
2465,O,7,2,DRY,CLASE B-C,2
2466,O,7,2,DRY,CLASE B-C,2
2467,O,7,2,DRY,CLASE B-C,2
2468,O,7,2,DRY,CLASE B-C,2
2469,O,7,2,DRY,CLASE B-C,2
2470,D,7,2,DRY,CLASE B-C,2
2471,O,7,2,DRY,CLASE B-C,2
2472,O,7,2,DRY,CLASE B-C,2
2473,O,7,2,DRY,CLASE B-C,2
2474,O,7,2,DRY,CLASE B-C,2
2475,O,7,2,DRY,CLASE B-C,2
2476,O,7,2,DRY,CLASE B-C,2
2477,O,7,2,DRY,CLASE B-C,2
2478,O,7,2,DRY,CLASE B-C,2
2479,O,7,2,DRY,CLASE B-C,2
2480,O,7,2,DRY,CLASE B-C,2
2481,O,7,2,DRY,CLASE B-C,2
2482,O,7,2,DRY,CLASE B-C,2
2483,O,7,2,DRY,CLASE B-C,2
2484,O,7,2,DRY,CLASE B-C,2
2485,O,7,2,DRY,CLASE B-C,2
2486,O,7,2,DRY,CLASE B-C,2
2487,O,7,2,DRY,CLASE B-C,2
2488,O,7,2,DRY,CLASE B-C,2
2489,O,7,2,DRY,CLASE B-C,2
2490,O,7,2,DRY,CLASE B-C,2
2491,O,7,2,DRY,CLASE B-C,2
2492,O,7,2,DRY,CLASE B-C,2
2493,O,7,2,DRY,CLASE B-C,2
2494,O,7,2,DRY,CLASE B-C,2
2495,O,7,2,DRY,CLASE B-C,2
2496,O,7,2,DRY,CLASE B-C,2
2497,O,7,2,DRY,CLASE B-C,2
2498,O,7,2,DRY,CLASE B-C,2
2499,O,7,2,DRY,CLASE B-C,2
2500,O,7,2,DRY,CLASE B-C,2
2501,O,7,2,DRY,CLASE B-C,2
2502,O,7,2,DRY,CLASE B-C,2
2503,O,7,2,DRY,CLASE B-C,2
2504,O,7,2,DRY,CLASE B-C,2
2505,O,7,2,DRY,CLASE B-C,2
2506,O,7,2,DRY,CLASE B-C,2
2507,O,7,2,DRY,CLASE B-C,2
2508,O,7,2,DRY,CLASE B-C,2
2509,O,7,2,DRY,CLASE B,2
2510,O,7,2,DRY,CLASE B-C,2
2511,O,7,2,DRY,CLASE B-C,2
2512,O,7,2,DRY,CLASE B-C,2
2513,O,7,2,DRY,CLASE B-C,2
2514,O,7,2,DRY,CLASE B-C,2
2515,O,7,2,DRY,CLASE B-C,2
2516,O,7,2,DRY,CLASE B-C,2
2517,O,7,2,DRY,CLASE B-C,2
2518,O,7,2,DRY,CLASE B-C,2
2519,O,7,2,DRY,CLASE D,2
2520,O,7,2,DRY,CLASE B-C,2
2521,O,7,2,DRY,CLASE B-C,2
2522,O,7,2,DRY,CLASE B-C,2
2523,O,7,2,DRY,CLASE B-C,2
2524,O,7,2,DRY,CLASE D,2
2525,O,7,2,DRY,CLASE B-C,2
2526,O,7,2,DRY,CLASE B-C,2
2527,O,7,2,DRY,CLASE B-C,2
2528,O,7,2,DRY,CLASE B-C,2
2529,O,7,2,DRY,CLASE B-C,2
2530,O,7,2,DRY,CLASE B-C,2
2531,O,7,2,DRY,CLASE B-C,2
2532,O,7,2,DRY,CLASE B-C,2
2533,D,7,2,DRY,CLASE B-C,2
2534,O,7,2,DRY,CLASE B-C,2
2535,O,7,2,DRY,CLASE B-C,2
2536,O,7,2,DRY,CLASE B-C,2
2537,D,7,2,DRY,CLASE B-C,2
2538,O,7,2,DRY,CLASE B-C,2
2539,O,7,2,DRY,CLASE B-C,2
2540,O,6,2,DRY,CLASE B-C,2
2541,O,6,2,DRY,CLASE B-C,2
2542,D,6,2,DRY,CLASE B-C,2
2543,D,6,2,DRY,CLASE B-C,2
2544,D,6,2,DRY,CLASE B-C,2
2545,O,6,2,DRY,CLASE B-C,2
2546,O,6,2,DRY,CLASE B-C,2
2547,O,6,2,DRY,CLASE B-C,2
2548,O,6,2,DRY,CLASE B-C,2
2549,O,6,2,DRY,CLASE B-C,2
2550,D,6,2,DRY,CLASE B-C,2
2551,O,6,2,DRY,CLASE B-C,2
2552,O,6,2,DRY,CLASE B-C,2
2553,D,6,2,DRY,CLASE B-C,2
2554,O,6,2,DRY,CLASE B-C,2
2555,O,6,2,DRY,CLASE B-C,2
2556,O,6,2,DRY,CLASE B-C,2
2557,O,6,2,DRY,CLASE B-C,2
2558,O,6,2,DRY,CLASE B-C,2
2559,D,6,2,DRY,CLASE B-C,2
2560,O,6,2,DRY,CLASE B-C,2
2561,O,6,2,DRY,CLASE B-C,2
2562,O,6,2,DRY,CLASE B-C,2
2563,I,6,2,DRY,CLASE B-C,2
2564,O,6,2,DRY,CLASE B-C,2
2565,O,6,2,DRY,CLASE B-C,2
2566,O,6,2,DRY,CLASE B-C,2
2567,O,6,2,DRY,CLASE B-C,2
2568,D,6,2,DRY,CLASE B-C,2
2569,O,6,2,DRY,CLASE B-C,2
2570,D,6,2,DRY,CLASE B-C,2
2571,O,6,2,DRY,CLASE B-C,2
2572,O,6,2,DRY,CLASE B-C,2
2573,O,6,2,DRY,CLASE B-C,2
2574,O,6,2,DRY,CLASE B-C,2
2575,O,6,2,DRY,CLASE B-C,2
2576,O,6,2,DRY,CLASE B-C,2
2577,O,6,2,DRY,CLASE B-C,2
2578,O,6,2,DRY,CLASE B-C,2
2579,O,6,2,DRY,CLASE B-C,2
2580,O,6,2,DRY,CLASE B-C,2
2581,O,6,2,DRY,CLASE B-C,2
2582,O,6,2,DRY,CLASE B-C,2
2583,O,6,2,DRY,CLASE B-C,2
2584,O,6,2,DRY,CLASE B-C,2
2585,O,6,2,DRY,CLASE B-C,2
2586,O,6,2,DRY,CLASE B-C,2
2587,O,6,2,DRY,CLASE B-C,2
2588,O,6,2,DRY,CLASE B-C,2
2589,O,6,2,DRY,CLASE B-C,2
2590,O,6,2,DRY,CLASE B-C,2
2591,O,6,2,DRY,CLASE B-C,2
2592,O,6,2,DRY,CLASE B-C,2
2593,O,6,2,DRY,CLASE B-C,2
2594,O,6,2,DRY,CLASE B-C,2
2595,O,6,2,DRY,CLASE B-C,2
2596,O,6,2,DRY,CLASE B-C,2
2597,O,6,2,DRY,CLASE B-C,2
2598,O,6,2,DRY,CLASE B-C,2
2599,O,6,2,DRY,CLASE B-C,2
2600,O,6,2,DRY,CLASE B-C,2
2601,O,6,2,DRY,CLASE B-C,2
2602,D,6,2,DRY,CLASE B-C,2
2603,D,6,2,DRY,CLASE B-C,2
2604,O,6,2,DRY,CLASE B-C,2
2605,O,6,2,DRY,CLASE B-C,2
2606,O,6,2,DRY,CLASE B-C,2
2607,O,6,2,DRY,CLASE B-C,2
2608,O,6,2,DRY,CLASE B-C,2
2609,O,6,2,DRY,CLASE B-C,2
2610,O,6,2,DRY,CLASE B-C,2
2611,O,6,2,DRY,CLASE B-C,2
2612,O,6,2,DRY,CLASE B-C,2
2613,O,6,2,DRY,CLASE B-C,2
2614,O,6,2,DRY,CLASE B-C,2
2615,O,6,2,DRY,CLASE B-C,2
2616,O,1,2,RF,CLASE B-C,2
2617,I,1,2,DRY,INSPECTION,2
2618,D,1,2,RF,CLASE B-C,2
2619,I,1,2,RF,CLASE B-C,2
2620,I,1,2,DRY,INSPECTION,2
2621,O,1,2,DRY,CLASE B-C,2
2622,O,1,2,DRY,CLASE B-C,2
2623,O,1,2,DRY,CLASE B-C,2
2624,O,1,2,DRY,CLASE B-C,2
2625,D,2,2,DRY,CLASE B-C,2
2626,O,2,2,DRY,CLASE B-C,2
2627,O,2,2,DRY,CLASE A,2
2628,O,2,2,DRY,CLASE B-C,2
2629,O,2,2,DRY,CLASE B-C,2
2630,O,2,2,DRY,CLASE B-C,2
2631,O,2,2,DRY,CLASE B-C,2
2632,O,2,2,DRY,CLASE A,2
2633,O,2,2,DRY,CLASE B,2
2634,O,2,2,DRY,CLASE B-C,2
2635,O,2,2,DRY,CLASE B-C,2
2636,O,2,2,DRY,CLASE B-C,2
2637,O,2,2,DRY,CLASE B-C,2
2638,O,2,2,DRY,CLASE A,2
2639,O,2,2,DRY,CLASE B-C,2
2640,O,2,2,DRY,CLASE B-C,2
2641,O,2,2,DRY,CLASE B-C,2
2642,O,2,2,DRY,CLASE B-C,2
2643,O,2,2,DRY,CLASE B-C,2
2644,O,2,2,DRY,CLASE B-C,2
2645,O,2,2,DRY,CLASE B-C,2
2646,O,2,2,DRY,CLASE B-C,2
2647,O,2,2,DRY,CLASE B-C,2
2648,O,2,2,DRY,CLASE B-C,2
2649,O,2,2,DRY,CLASE B-C,2
2650,O,2,2,DRY,CLASE B-C,2
2651,O,2,2,DRY,CLASE B-C,2
2652,O,2,2,DRY,CLASE B-C,2
2653,O,2,2,DRY,CLASE B-C,2
2654,O,2,2,DRY,CLASE B-C,2
2655,O,2,2,DRY,CLASE B-C,2
2656,O,2,2,DRY,CLASE B-C,2
2657,O,2,2,DRY,CLASE B-C,2
2658,O,2,2,DRY,CLASE B-C,2
2659,D,2,2,DRY,CLASE B-C,2
2660,D,2,2,DRY,CLASE B-C,2
2661,O,2,2,DRY,CLASE B-C,2
2662,D,2,2,DRY,CLASE B-C,2
2663,O,2,2,DRY,CLASE B-C,2
2664,O,2,2,DRY,CLASE B-C,2
2665,O,2,2,DRY,CLASE B-C,2
2666,O,2,2,DRY,CLASE B-C,2
2667,O,2,2,DRY,CLASE B-C,2
2668,O,2,2,DRY,CLASE B-C,2
2669,O,2,2,DRY,CLASE B-C,2
2670,O,2,2,DRY,CLASE B-C,2
2671,O,2,2,DRY,CLASE B-C,2
2672,O,2,2,DRY,CLASE B-C,2
2673,O,2,2,DRY,CLASE B-C,2
2674,O,2,2,DRY,CLASE B-C,2
2675,O,2,2,DRY,CLASE B-C,2
2676,O,2,2,DRY,CLASE B-C,2
2677,O,2,2,DRY,CLASE B-C,2
2678,O,2,2,DRY,CLASE B-C,2
2679,O,2,2,DRY,CLASE B-C,2
2680,O,2,2,DRY,CLASE B-C,2
2681,O,2,2,DRY,CLASE B-C,2
2682,D,2,2,DRY,CLASE D,2
2683,D,2,2,DRY,CLASE B-C,2
2684,O,2,2,DRY,CLASE B,2
2685,I,2,2,DRY,INSPECTION,2
2686,D,2,2,DRY,CLASE B-C,2
2687,O,2,2,DRY,CLASE B-C,2
2688,O,2,2,DRY,CLASE A,2
2689,O,2,2,DRY,CLASE B-C,2
2690,O,2,2,DRY,CLASE B,2
2691,O,2,2,DRY,CLASE B-C,2
2692,O,2,2,DRY,CLASE B-C,2
2693,O,2,2,DRY,CLASE B,2
2694,D,2,2,DRY,CLASE B-C,2
2695,O,2,2,DRY,CLASE B-C,2
2696,O,2,2,DRY,CLASE B-C,2
2697,D,2,2,DRY,CLASE B-C,2
2698,O,2,2,DRY,CLASE B-C,2
2699,D,2,2,DRY,CLASE B-C,2
2700,O,2,2,DRY,CLASE B-C,2
2701,O,2,2,DRY,CLASE B-C,2
2702,O,2,2,DRY,CLASE B-C,2
2703,O,2,2,DRY,CLASE B-C,2
2704,O,2,2,DRY,CLASE B-C,2
2705,O,2,2,DRY,CLASE B-C,2
2706,O,2,2,DRY,CLASE B-C,2
2707,O,2,2,DRY,CLASE B-C,2
2708,O,2,2,DRY,CLASE B-C,2
2709,O,2,2,DRY,CLASE B-C,2
2710,O,2,2,DRY,CLASE B-C,2
2711,O,2,2,DRY,CLASE B-C,2
2712,O,2,2,DRY,CLASE B-C,2
2713,O,2,2,DRY,CLASE B-C,2
2714,O,2,2,DRY,CLASE B-C,2
2715,O,2,2,DRY,CLASE B-C,2
2716,O,2,2,DRY,CLASE B-C,2
2717,O,2,2,DRY,CLASE B-C,2
2718,O,2,2,DRY,CLASE B-C,2
2719,O,2,2,DRY,CLASE B-C,2
2720,O,2,2,DRY,CLASE B-C,2
2721,D,2,2,DRY,CLASE B-C,2
2722,O,2,2,DRY,CLASE B-C,2
2723,O,2,2,DRY,CLASE B-C,2
2724,O,2,2,DRY,CLASE B-C,2
2725,O,2,2,DRY,CLASE B-C,2
2726,O,2,2,DRY,CLASE B-C,2
2727,O,2,2,DRY,CLASE B-C,2
2728,O,2,2,DRY,CLASE B-C,2
2729,O,2,2,DRY,CLASE B-C,2
2730,O,2,2,DRY,CLASE B-C,2
2731,O,2,2,DRY,CLASE B-C,2
2732,O,2,2,DRY,CLASE B-C,2
2733,O,2,2,DRY,CLASE B-C,2
2734,O,2,2,DRY,CLASE B-C,2
2735,O,2,2,DRY,CLASE A,2
2736,O,2,2,DRY,CLASE A,2
2737,O,2,2,DRY,CLASE B-C,2
2738,O,2,2,DRY,CLASE B-C,2
2739,O,2,2,DRY,CLASE B-C,2
2740,O,2,2,DRY,CLASE B-C,2
2741,O,2,2,DRY,CLASE B-C,2
2742,O,2,2,DRY,CLASE B-C,2
2743,O,2,2,DRY,CLASE B-C,2
2744,O,2,2,DRY,CLASE B-C,2
2745,O,2,2,DRY,CLASE B-C,2
2746,O,2,2,DRY,CLASE B-C,2
2747,O,2,2,DRY,CLASE B-C,2
2748,O,2,2,DRY,CLASE B-C,2
2749,O,2,2,DRY,CLASE B-C,2
2750,O,2,2,DRY,CLASE B-C,2
2751,O,2,2,DRY,CLASE B-C,2
2752,O,2,2,DRY,CLASE B-C,2
2753,O,2,2,DRY,CLASE B-C,2
2754,D,2,2,DRY,CLASE B-C,2
2755,O,2,2,DRY,CLASE B-C,2
2756,O,2,2,DRY,CLASE A,2
2757,I,2,1,DRY,INSPECTION,2
2758,O,2,2,DRY,CLASE B-C,2
2759,O,2,2,DRY,CLASE B-C,2
2760,O,2,2,DRY,CLASE B-C,2
2761,O,2,2,DRY,CLASE B-C,2
2762,O,2,2,DRY,CLASE B-C,2
2763,O,2,2,DRY,CLASE B-C,2
2764,O,2,2,DRY,CLASE B-C,2
2765,O,2,2,DRY,CLASE B-C,2
2766,O,2,2,DRY,CLASE B-C,2
2767,O,2,2,DRY,CLASE B-C,2
2768,O,2,2,DRY,CLASE B-C,2
2769,I,2,1,DRY,INSPECTION,2
2770,I,2,1,DRY,INSPECTION,2
2771,I,2,1,DRY,INSPECTION,2
2772,I,2,2,DRY,INSPECTION,2
2773,O,2,2,DRY,CLASE B-C,2
2774,O,2,2,DRY,CLASE B-C,2
2775,O,2,2,DRY,CLASE A,2
2776,O,2,2,DRY,CLASE A,2
2777,O,2,2,DRY,CLASE B-C,2
2778,I,2,2,DRY,CLASE B-C,2
2779,O,2,2,DRY,CLASE B-C,2
2780,O,2,2,DRY,CLASE B-C,2
2781,O,2,2,DRY,CLASE B-C,2
2782,O,2,2,DRY,CLASE B-C,2
