,Owner,Size,Type,Quality,DaysInDeposit,week
434,7,2,DRY,CLASE A,2,6
435,7,2,DRY,CLASE B-C,11,6
436,7,2,DRY,CLASE B-C,8,6
437,7,2,DRY,CLASE B-C,9,6
438,7,2,DRY,CLASE B-C,11,6
439,7,2,DRY,CLASE B-C,9,6
440,8,2,DRY,CLASE B-C,2,6
441,6,2,RF,CLASE B-C,6,6
442,6,2,RF,CLASE B-C,6,6
443,6,2,RF,CLASE B-C,6,6
444,6,2,RF,CLASE B-C,6,6
445,6,2,RF,CLASE B-C,6,6
446,6,2,DRY,CLASE B-C,1,6
447,6,2,RF,CLASE B-C,6,6
448,6,2,RF,CLASE B-C,7,6
449,6,2,RF,CLASE B-C,7,6
450,6,2,RF,CLASE B-C,6,6
451,7,2,DRY,CLASE B-C,1,6
452,7,2,DRY,CLASE B-C,5,6
453,7,2,RF,CLASE B-C,6,6
454,7,2,DRY,CLASE B-C,1,6
455,7,2,DRY,CLASE B-C,2,6
456,7,2,DRY,CLASE B-C,5,6
457,7,2,DRY,CLASE B-C,5,6
458,7,2,DRY,CLASE B-C,5,6
459,7,2,DRY,CLASE B-C,4,6
460,7,2,DRY,CLASE B-C,2,6
461,7,2,DRY,CLASE B-C,2,6
462,7,2,DRY,CLASE B-C,6,6
463,7,2,DRY,CLASE B-C,2,6
464,7,2,DRY,CLASE B-C,2,6
465,7,2,RF,CLASE B-C,7,6
466,7,2,DRY,CLASE B-C,2,6
467,7,2,RF,CLASE B-C,7,6
468,7,2,DRY,CLASE B-C,1,6
469,7,2,DRY,CLASE B-C,2,6
470,7,2,DRY,CLASE B-C,2,6
471,7,2,DRY,CLASE B-C,5,6
472,7,2,RF,CLASE B-C,7,6
473,2,2,RF,CLASE B-C,4,6
474,2,2,RF,CLASE B-C,4,6
475,2,2,RF,CLASE B-C,4,6
476,2,2,RF,CLASE B-C,4,6
477,2,2,RF,CLASE B-C,4,6
478,2,2,RF,CLASE B-C,4,6
479,2,2,RF,CLASE B-C,4,6
480,2,2,RF,CLASE B-C,4,6
481,2,2,RF,CLASE B-C,4,6
482,2,2,RF,CLASE B-C,4,6
483,2,2,RF,CLASE B-C,4,6
484,2,2,RF,CLASE B-C,4,6
485,2,2,RF,CLASE B-C,4,6
486,2,2,RF,CLASE B-C,4,6
487,2,2,RF,CLASE B-C,4,6
488,2,2,RF,CLASE B-C,4,6
489,2,2,RF,CLASE B-C,4,6
490,6,2,RF,CLASE B-C,4,6
491,6,2,DRY,CLASE B-C,2,6
492,6,2,DRY,CLASE B-C,2,6
493,7,2,DRY,CLASE B-C,1,6
494,7,2,DRY,CLASE B-C,1,6
495,7,2,DRY,CLASE B-C,1,6
496,7,2,DRY,CLASE B-C,1,6
497,7,2,DRY,INSPECTION,1,6
498,7,2,DRY,CLASE B-C,1,6
499,7,2,DRY,CLASE B-C,1,6
500,7,2,DRY,CLASE B-C,1,6
501,7,2,DRY,CLASE B-C,1,6
502,7,2,DRY,CLASE B-C,1,6
503,7,2,DRY,CLASE B-C,1,6
504,7,2,DRY,CLASE B-C,1,6
505,7,2,DRY,CLASE B-C,1,6
506,7,2,DRY,INSPECTION,1,6
507,7,2,DRY,CLASE B-C,1,6
508,7,2,DRY,CLASE B-C,1,6
509,6,2,DRY,CLASE B-C,1,6
510,1,2,DRY,INSPECTION,112,6
511,1,2,DRY,INSPECTION,110,6
512,2,1,DRY,INSPECTION,93,6
513,1,1,DRY,INSPECTION,93,6
514,1,1,DRY,INSPECTION,93,6
515,1,1,DRY,INSPECTION,93,6
516,1,1,DRY,INSPECTION,93,6
517,1,2,DRY,INSPECTION,86,6
518,1,1,DRY,INSPECTION,85,6
519,6,2,RF,CLASE B-C,82,6
520,2,1,DRY,INSPECTION,66,6
521,2,1,DRY,INSPECTION,73,6
522,1,2,DRY,INSPECTION,66,6
523,1,2,DRY,INSPECTION,67,6
524,1,1,DRY,INSPECTION,71,6
525,1,2,DRY,INSPECTION,67,6
526,1,2,DRY,INSPECTION,70,6
527,1,1,DRY,INSPECTION,66,6
528,1,2,DRY,INSPECTION,66,6
529,1,2,DRY,INSPECTION,66,6
530,2,1,DRY,INSPECTION,67,6
531,1,2,DRY,INSPECTION,71,6
532,1,1,DRY,INSPECTION,59,6
533,2,1,DRY,INSPECTION,66,6
534,2,1,DRY,INSPECTION,63,6
535,2,1,DRY,INSPECTION,62,6
536,2,1,DRY,INSPECTION,66,6
537,2,1,DRY,INSPECTION,64,6
538,2,1,DRY,INSPECTION,60,6
539,2,1,DRY,INSPECTION,63,6
540,2,1,DRY,INSPECTION,60,6
541,2,1,DRY,INSPECTION,64,6
542,2,1,DRY,INSPECTION,67,6
543,3,2,DRY,CLASE A,61,6
544,1,1,DRY,INSPECTION,58,6
545,1,2,DRY,INSPECTION,51,6
546,1,2,DRY,INSPECTION,51,6
547,1,2,DRY,INSPECTION,51,6
548,1,2,DRY,INSPECTION,51,6
549,1,2,DRY,INSPECTION,51,6
550,1,2,DRY,INSPECTION,51,6
551,1,2,DRY,INSPECTION,51,6
552,1,2,DRY,INSPECTION,51,6
553,1,2,DRY,INSPECTION,51,6
554,1,2,DRY,INSPECTION,59,6
555,1,2,DRY,INSPECTION,53,6
556,1,2,DRY,INSPECTION,53,6
557,1,2,DRY,INSPECTION,53,6
558,1,1,DRY,INSPECTION,58,6
559,1,1,DRY,INSPECTION,58,6
560,1,1,DRY,INSPECTION,57,6
561,2,2,DRY,CLASE B-C,37,6
562,2,2,DRY,CLASE B-C,60,6
563,2,2,DRY,CLASE B-C,62,6
564,2,2,DRY,CLASE A,62,6
565,2,2,DRY,CLASE B-C,62,6
566,2,2,DRY,CLASE B-C,60,6
567,2,2,DRY,CLASE B-C,60,6
568,2,1,DRY,INSPECTION,58,6
569,2,1,DRY,INSPECTION,57,6
570,2,1,DRY,INSPECTION,60,6
571,2,2,DRY,CLASE B-C,62,6
572,2,2,DRY,CLASE B-C,62,6
573,1,1,DRY,INSPECTION,58,6
574,1,1,DRY,INSPECTION,57,6
575,1,1,DRY,INSPECTION,58,6
576,1,1,DRY,INSPECTION,57,6
577,1,2,DRY,INSPECTION,51,6
578,1,1,DRY,INSPECTION,57,6
579,1,1,DRY,INSPECTION,58,6
580,1,2,DRY,INSPECTION,51,6
581,9,2,RF,CLASE B-C,50,6
582,2,2,DRY,CLASE B-C,49,6
583,2,1,DRY,INSPECTION,49,6
584,2,2,RF,INSPECTION,52,6
585,2,1,DRY,INSPECTION,51,6
586,2,1,DRY,INSPECTION,52,6
587,2,1,DRY,INSPECTION,49,6
588,2,2,DRY,CLASE B-C,54,6
589,2,2,DRY,CLASE B-C,55,6
590,2,2,DRY,CLASE B-C,54,6
591,2,2,DRY,CLASE B-C,54,6
592,2,2,DRY,CLASE B-C,54,6
593,1,1,DRY,INSPECTION,51,6
594,1,1,DRY,INSPECTION,51,6
595,1,1,DRY,INSPECTION,53,6
596,6,2,DRY,CLASE B-C,52,6
597,1,2,DRY,INSPECTION,50,6
598,2,2,DRY,CLASE B-C,47,6
599,2,2,DRY,CLASE B-C,47,6
600,2,2,DRY,CLASE B-C,47,6
601,2,2,DRY,CLASE B-C,47,6
602,2,2,DRY,CLASE B-C,47,6
603,2,2,DRY,CLASE B-C,48,6
604,2,2,DRY,CLASE B-C,47,6
605,2,2,DRY,CLASE B-C,43,6
606,2,1,DRY,INSPECTION,45,6
607,2,2,DRY,CLASE B-C,41,6
608,2,2,DRY,INSPECTION,35,6
609,2,2,DRY,CLASE B-C,47,6
610,2,2,DRY,CLASE B-C,47,6
611,2,2,DRY,CLASE B-C,47,6
612,2,2,DRY,CLASE B-C,47,6
613,2,2,DRY,CLASE B-C,47,6
614,2,2,DRY,CLASE B,47,6
615,2,2,DRY,CLASE B-C,47,6
616,2,2,DRY,CLASE B-C,47,6
617,2,2,DRY,CLASE B-C,47,6
618,2,2,DRY,CLASE B-C,47,6
619,2,2,DRY,CLASE B-C,47,6
620,2,2,DRY,CLASE B-C,47,6
621,2,2,DRY,CLASE B-C,47,6
622,2,2,DRY,CLASE B-C,47,6
623,2,2,DRY,CLASE B-C,47,6
624,2,2,DRY,CLASE B-C,47,6
625,2,1,DRY,INSPECTION,45,6
626,2,1,DRY,INSPECTION,35,6
627,2,1,DRY,INSPECTION,42,6
628,2,2,DRY,CLASE B-C,41,6
629,2,2,DRY,INSPECTION,48,6
630,2,2,DRY,CLASE B-C,47,6
631,2,2,DRY,CLASE B-C,47,6
632,2,2,DRY,CLASE B-C,47,6
633,2,2,DRY,CLASE B-C,43,6
634,2,1,DRY,INSPECTION,41,6
635,2,1,DRY,INSPECTION,40,6
636,1,1,DRY,INSPECTION,42,6
637,1,1,DRY,INSPECTION,43,6
638,1,1,DRY,INSPECTION,38,6
639,1,2,DRY,CLASE B-C,38,6
640,1,2,DRY,CLASE B-C,38,6
641,2,2,DRY,INSPECTION,41,6
642,3,2,DRY,CLASE A,32,6
