,Owner,Size,Type,Quality,DaysInDeposit,week
1866,2,2,DRY,CLASE B-C,53,7
1867,1,1,DRY,CLASE B-C,35,7
1868,1,2,RF,CLASE B-C,43,7
1869,2,2,DRY,CLASE B-C,36,7
1870,2,2,DRY,CLASE B-C,36,7
1871,2,2,DRY,CLASE B-C,36,7
1872,2,2,DRY,CLASE B-C,40,7
1873,2,2,DRY,CLASE B-C,36,7
1874,2,2,DRY,CLASE B-C,36,7
1875,1,1,DRY,CLASE B-C,26,7
1876,6,2,RF,INSPECTION,32,7
1877,7,2,DRY,CLASE B-C,22,7
1878,2,1,DRY,CLASE B-C,11,7
1879,2,2,DRY,CLASE B-C,24,7
1880,2,1,DRY,CLASE B-C,12,7
1881,6,2,RF,CLASE B-C,4,7
1882,6,2,RF,CLASE B-C,12,7
1883,7,2,DRY,CLASE A,9,7
1884,7,2,DRY,CLASE A,8,7
1885,7,2,DRY,CLASE A,8,7
1886,7,2,DRY,CLASE A,8,7
1887,7,2,DRY,CLASE A,9,7
1888,7,2,DRY,CLASE A,9,7
1889,7,2,DRY,CLASE A,9,7
1890,7,2,DRY,CLASE A,8,7
1891,7,2,DRY,CLASE A,9,7
1892,2,2,RF,CLASE B-C,10,7
1893,2,2,DRY,CLASE B-C,10,7
1894,2,2,DRY,CLASE B-C,9,7
1895,2,1,DRY,CLASE B-C,4,7
1896,2,2,DRY,CLASE B-C,10,7
1897,2,2,RF,CLASE B-C,10,7
1898,2,2,RF,CLASE B-C,10,7
1899,2,2,RF,CLASE B-C,10,7
1900,2,2,DRY,CLASE B-C,9,7
1901,2,2,DRY,CLASE B-C,9,7
1902,2,2,DRY,CLASE B-C,10,7
1903,2,2,RF,CLASE B-C,10,7
1904,2,2,RF,CLASE B-C,10,7
1905,7,2,RF,CLASE A,2,7
1906,7,2,DRY,CLASE B-C,5,7
1907,7,2,DRY,CLASE B-C,6,7
1908,7,2,RF,CLASE A,2,7
1909,7,2,RF,CLASE A,2,7
1910,7,2,DRY,CLASE B-C,6,7
1911,7,2,DRY,CLASE B-C,5,7
1912,7,2,DRY,CLASE B-C,6,7
1913,7,2,RF,CLASE A,4,7
1914,7,2,DRY,CLASE B-C,6,7
1915,6,2,DRY,CLASE A,6,7
1916,6,2,DRY,CLASE A,6,7
1917,4,2,DRY,CLASE B-C,5,7
1918,2,2,DRY,CLASE B-C,3,7
1919,2,2,DRY,CLASE B-C,3,7
1920,2,2,DRY,CLASE B-C,1,7
1921,3,2,DRY,CLASE B-C,1,7
1922,3,2,DRY,CLASE B-C,93,7
1923,3,2,DRY,CLASE B-C,93,7
1924,3,2,DRY,CLASE B-C,96,7
1925,3,2,DRY,CLASE B-C,95,7
1926,3,2,DRY,CLASE B-C,94,7
1927,3,2,DRY,CLASE B-C,95,7
1928,3,2,DRY,CLASE B-C,95,7
1929,3,2,DRY,CLASE B-C,90,7
1930,3,2,DRY,CLASE B-C,90,7
1931,3,2,DRY,CLASE B-C,72,7
1932,2,2,DRY,CLASE B-C,53,7
1933,2,2,DRY,INSPECTION,52,7
1934,2,2,DRY,CLASE B-C,52,7
1935,3,2,DRY,CLASE B-C,38,7
1936,2,2,DRY,CLASE B-C,36,7
1937,2,2,DRY,CLASE B-C,37,7
1938,2,2,DRY,CLASE B-C,37,7
1939,2,2,DRY,CLASE B-C,37,7
1940,2,2,DRY,CLASE B-C,37,7
1941,2,2,DRY,INSPECTION,37,7
1942,2,2,DRY,CLASE B-C,36,7
1943,6,2,RF,CLASE B-C,35,7
1944,2,2,DRY,CLASE B-C,36,7
1945,2,2,DRY,CLASE B-C,36,7
1946,2,2,DRY,CLASE B-C,36,7
1947,2,2,DRY,CLASE B-C,36,7
1948,2,2,DRY,CLASE B-C,36,7
1949,2,2,DRY,CLASE B-C,36,7
1950,2,2,DRY,CLASE B-C,36,7
1951,2,2,DRY,CLASE B-C,36,7
1952,2,2,DRY,CLASE B-C,36,7
1953,2,2,DRY,CLASE B-C,36,7
1954,2,2,DRY,CLASE B-C,36,7
1955,1,2,DRY,CLASE B-C,20,7
1956,7,2,DRY,CLASE B-C,17,7
1957,7,2,DRY,CLASE B-C,18,7
1958,7,2,DRY,CLASE B-C,18,7
1959,7,2,DRY,CLASE B-C,18,7
1960,7,2,DRY,CLASE B-C,18,7
1961,7,2,DRY,CLASE B-C,17,7
1962,7,2,DRY,CLASE B-C,17,7
1963,7,2,DRY,CLASE B-C,18,7
1964,7,2,DRY,CLASE B-C,18,7
1965,7,2,DRY,CLASE B-C,18,7
1966,7,2,DRY,CLASE B-C,18,7
1967,7,2,DRY,CLASE B-C,18,7
1968,7,2,DRY,CLASE B-C,17,7
1969,7,2,DRY,CLASE B-C,18,7
1970,7,2,DRY,CLASE B-C,18,7
1971,7,2,DRY,CLASE B,18,7
1972,7,2,DRY,CLASE B-C,18,7
1973,7,2,DRY,CLASE B-C,18,7
1974,7,2,DRY,CLASE A,18,7
1975,7,2,DRY,CLASE B,18,7
1976,7,2,DRY,CLASE B-C,18,7
1977,7,2,DRY,CLASE B-C,17,7
1978,7,2,DRY,CLASE B-C,18,7
1979,7,2,DRY,CLASE B-C,18,7
1980,7,2,DRY,CLASE B-C,5,7
1981,7,2,DRY,CLASE B-C,5,7
1982,7,2,DRY,CLASE B-C,9,7
1983,7,2,DRY,CLASE B-C,5,7
1984,7,2,DRY,CLASE B-C,5,7
1985,7,2,DRY,CLASE B-C,5,7
1986,7,2,DRY,CLASE B-C,5,7
1987,7,2,DRY,CLASE B-C,5,7
1988,7,2,DRY,CLASE B-C,5,7
1989,7,2,DRY,CLASE B-C,5,7
1990,7,2,DRY,CLASE B-C,9,7
1991,7,2,DRY,CLASE B-C,9,7
1992,7,2,DRY,CLASE B-C,5,7
1993,7,2,DRY,CLASE B,5,7
1994,7,2,DRY,CLASE B-C,5,7
1995,7,2,DRY,CLASE B-C,9,7
1996,7,2,DRY,CLASE B-C,5,7
1997,7,2,DRY,CLASE B-C,9,7
1998,7,2,DRY,CLASE B-C,5,7
1999,7,2,DRY,CLASE B-C,5,7
2000,7,2,DRY,CLASE B-C,9,7
2001,7,2,DRY,CLASE B-C,5,7
2002,7,2,DRY,CLASE B-C,5,7
2003,7,2,DRY,CLASE B-C,5,7
2004,7,2,DRY,CLASE B-C,5,7
2005,7,2,DRY,CLASE B-C,9,7
2006,7,2,DRY,CLASE B-C,5,7
2007,7,2,DRY,CLASE B-C,5,7
2008,7,2,DRY,CLASE B-C,5,7
2009,7,2,DRY,CLASE B-C,12,7
2010,7,2,DRY,CLASE B-C,5,7
2011,7,2,DRY,CLASE B-C,5,7
2012,7,2,DRY,CLASE B-C,9,7
2013,7,2,DRY,CLASE B-C,5,7
2014,1,2,RF,CLASE B-C,6,7
2015,1,2,DRY,CLASE B-C,4,7
2016,1,2,DRY,CLASE B-C,4,7
2017,6,2,RF,CLASE B-C,5,7
2018,7,2,DRY,CLASE B-C,1,7
2019,7,2,DRY,CLASE B-C,1,7
2020,7,2,DRY,CLASE B-C,1,7
2021,7,2,DRY,CLASE B-C,1,7
2022,7,2,DRY,CLASE B-C,1,7
2023,6,2,DRY,CLASE A,7,7
2024,2,2,DRY,CLASE B-C,1,7
2025,2,2,DRY,CLASE B-C,1,7
2026,2,2,DRY,CLASE B-C,1,7
2027,2,2,DRY,CLASE B-C,1,7
2028,2,2,DRY,CLASE B-C,1,7
2029,2,2,DRY,CLASE B-C,1,7
2030,2,2,DRY,CLASE B-C,1,7
2031,2,2,DRY,CLASE B-C,1,7
2032,2,2,DRY,CLASE B-C,1,7
2033,2,2,DRY,CLASE B-C,1,7
2034,2,2,DRY,CLASE B-C,1,7
2035,2,2,DRY,CLASE B-C,1,7
2036,2,2,DRY,CLASE B-C,1,7
2037,2,2,DRY,CLASE B-C,1,7
2038,2,2,DRY,CLASE B-C,1,7
2039,2,2,DRY,CLASE B-C,1,7
2040,2,2,DRY,CLASE B-C,1,7
2041,2,2,DRY,CLASE B-C,1,7
2042,2,2,DRY,CLASE B-C,1,7
2043,2,2,DRY,CLASE B-C,1,7
2044,2,2,DRY,CLASE B-C,1,7
2045,2,2,DRY,CLASE B-C,1,7
2046,2,2,DRY,CLASE B-C,1,7
2047,2,2,DRY,CLASE B-C,1,7
2048,2,2,DRY,CLASE B-C,1,7
2049,2,2,DRY,CLASE B-C,1,7
2050,6,2,RF,CLASE B-C,96,7
2051,3,2,DRY,CLASE B-C,95,7
2052,3,2,DRY,CLASE B-C,95,7
2053,3,2,DRY,CLASE B-C,90,7
2054,3,2,DRY,CLASE B-C,89,7
2055,3,2,DRY,CLASE B-C,68,7
2056,3,2,DRY,CLASE B-C,68,7
2057,6,2,DRY,CLASE B-C,56,7
2058,3,2,DRY,CLASE B-C,38,7
2059,3,2,DRY,CLASE B-C,38,7
2060,3,2,DRY,CLASE B-C,38,7
2061,3,2,DRY,CLASE B-C,38,7
2062,3,2,DRY,CLASE B-C,38,7
2063,3,2,DRY,CLASE B-C,38,7
2064,3,2,DRY,CLASE B-C,38,7
2065,6,2,DRY,CLASE B-C,45,7
2066,6,2,DRY,CLASE B-C,45,7
2067,6,2,DRY,CLASE B-C,45,7
2068,6,2,DRY,CLASE B-C,45,7
2069,6,2,DRY,CLASE B-C,45,7
2070,6,2,DRY,CLASE B-C,45,7
2071,2,2,DRY,CLASE B-C,37,7
2072,2,2,DRY,CLASE B-C,37,7
2073,2,2,DRY,CLASE B-C,37,7
2074,2,2,DRY,CLASE B-C,37,7
2075,3,1,DRY,CLASE B-C,23,7
2076,3,1,DRY,CLASE B-C,23,7
2077,8,2,DRY,CLASE B-C,39,7
2078,8,2,DRY,CLASE B-C,39,7
2079,8,2,DRY,CLASE B-C,39,7
2080,4,2,DRY,CLASE B-C,35,7
2081,4,2,DRY,CLASE B-C,35,7
2082,4,2,DRY,CLASE B-C,35,7
2083,4,2,DRY,CLASE B-C,35,7
2084,4,2,DRY,CLASE B-C,35,7
2085,4,2,DRY,CLASE B-C,35,7
2086,4,2,DRY,CLASE B-C,35,7
2087,2,2,DRY,CLASE B-C,34,7
2088,2,2,DRY,CLASE B-C,33,7
2089,2,2,DRY,INSPECTION,34,7
2090,2,2,DRY,CLASE B-C,32,7
2091,2,2,DRY,CLASE B-C,34,7
2092,2,2,DRY,INSPECTION,33,7
2093,6,2,RF,CLASE B-C,33,7
2094,7,2,DRY,CLASE B-C,26,7
2095,7,2,DRY,CLASE B-C,27,7
2096,6,2,RF,CLASE B-C,15,7
2097,7,2,DRY,CLASE B-C,19,7
2098,7,2,DRY,CLASE B-C,20,7
2099,7,2,DRY,CLASE B-C,19,7
2100,7,2,DRY,CLASE B-C,20,7
2101,7,2,DRY,CLASE B-C,19,7
2102,7,2,DRY,CLASE B-C,19,7
2103,7,2,DRY,CLASE B-C,20,7
2104,7,2,DRY,CLASE B-C,19,7
2105,7,2,DRY,CLASE B-C,21,7
2106,7,2,DRY,CLASE B-C,16,7
2107,7,2,DRY,CLASE B-C,18,7
2108,7,2,DRY,CLASE B-C,16,7
2109,7,2,DRY,CLASE B-C,16,7
2110,7,2,DRY,CLASE B,16,7
2111,7,2,DRY,CLASE B-C,16,7
2112,7,2,DRY,CLASE B-C,18,7
2113,7,2,DRY,CLASE B-C,16,7
2114,7,2,DRY,CLASE B-C,16,7
2115,7,2,DRY,CLASE B-C,16,7
2116,7,2,DRY,CLASE B-C,16,7
2117,7,2,DRY,CLASE B-C,18,7
2118,7,2,DRY,CLASE B-C,16,7
2119,7,2,DRY,CLASE B-C,1,7
2120,7,2,DRY,CLASE B-C,16,7
2121,7,2,DRY,CLASE B-C,16,7
2122,7,2,DRY,CLASE B-C,16,7
2123,7,2,DRY,CLASE B-C,1,7
2124,7,2,DRY,CLASE B-C,16,7
2125,7,2,DRY,CLASE B,16,7
2126,7,2,DRY,CLASE B-C,16,7
2127,7,2,DRY,CLASE B-C,16,7
2128,7,2,DRY,CLASE B-C,18,7
2129,7,2,DRY,CLASE B-C,16,7
2130,7,2,DRY,CLASE B-C,16,7
2131,6,2,DRY,CLASE B-C,12,7
2132,6,2,RF,CLASE B-C,14,7
2133,6,2,RF,CLASE B-C,13,7
2134,6,2,RF,CLASE B-C,5,7
2135,6,2,RF,CLASE B-C,5,7
2136,7,2,DRY,CLASE B-C,1,7
2137,7,2,DRY,CLASE B-C,1,7
2138,7,2,DRY,CLASE B-C,1,7
2139,7,2,DRY,CLASE B-C,1,7
2140,7,2,DRY,CLASE B-C,1,7
2141,7,2,DRY,CLASE B-C,9,7
2142,7,2,DRY,CLASE B-C,1,7
2143,7,2,DRY,CLASE B-C,12,7
2144,7,2,DRY,CLASE B-C,1,7
2145,7,2,DRY,CLASE B-C,1,7
2146,7,2,DRY,CLASE B-C,12,7
2147,7,2,DRY,CLASE B-C,1,7
2148,7,2,DRY,CLASE B-C,12,7
2149,7,2,DRY,CLASE B-C,1,7
2150,7,2,DRY,CLASE B-C,1,7
2151,7,2,DRY,CLASE B-C,9,7
2152,7,2,DRY,CLASE B-C,1,7
2153,7,2,DRY,CLASE B-C,12,7
2154,7,2,DRY,CLASE B-C,1,7
2155,7,2,DRY,CLASE B-C,12,7
2156,7,2,DRY,CLASE B-C,9,7
2157,7,2,DRY,CLASE B-C,1,7
2158,7,2,DRY,CLASE B-C,9,7
2159,7,2,DRY,CLASE B-C,12,7
2160,7,2,DRY,CLASE B-C,12,7
2161,7,2,DRY,CLASE B-C,12,7
2162,7,2,DRY,CLASE B-C,9,7
2163,7,2,DRY,CLASE B-C,9,7
2164,7,2,DRY,CLASE B-C,9,7
2165,7,2,DRY,CLASE B-C,1,7
2166,7,2,DRY,CLASE B-C,1,7
2167,7,2,DRY,CLASE B-C,5,7
2168,7,2,DRY,CLASE B-C,12,7
2169,7,2,DRY,CLASE B-C,9,7
2170,7,2,DRY,CLASE B-C,12,7
2171,7,2,DRY,CLASE B-C,9,7
2172,7,2,DRY,CLASE B-C,1,7
2173,7,2,DRY,CLASE B-C,1,7
2174,7,2,DRY,CLASE B-C,9,7
2175,7,2,DRY,CLASE B-C,12,7
2176,7,2,DRY,CLASE B-C,1,7
2177,7,2,DRY,CLASE B-C,1,7
2178,7,2,DRY,CLASE B-C,9,7
2179,7,2,DRY,CLASE B-C,9,7
2180,7,2,DRY,CLASE B-C,9,7
2181,7,2,DRY,CLASE B-C,1,7
2182,7,2,DRY,CLASE B-C,5,7
2183,7,2,DRY,CLASE B-C,1,7
2184,7,2,DRY,CLASE B-C,1,7
2185,7,2,DRY,CLASE B-C,9,7
2186,7,2,DRY,CLASE B-C,1,7
2187,7,2,DRY,CLASE B-C,1,7
2188,7,2,DRY,CLASE B-C,9,7
2189,7,2,DRY,CLASE B-C,9,7
2190,7,2,DRY,CLASE B-C,12,7
2191,7,2,DRY,CLASE B-C,12,7
2192,7,2,DRY,CLASE B-C,1,7
2193,7,2,DRY,CLASE B-C,12,7
2194,7,2,DRY,CLASE B-C,12,7
2195,7,2,DRY,CLASE B-C,1,7
2196,7,2,DRY,CLASE B-C,12,7
2197,7,2,DRY,CLASE B-C,9,7
2198,7,2,DRY,CLASE B-C,1,7
2199,7,2,DRY,CLASE B-C,9,7
2200,7,2,DRY,CLASE B-C,12,7
2201,7,2,DRY,CLASE B-C,5,7
2202,7,2,DRY,CLASE B-C,9,7
2203,7,2,DRY,CLASE B-C,12,7
2204,7,2,DRY,CLASE B-C,9,7
2205,7,2,DRY,CLASE B-C,1,7
2206,7,2,DRY,CLASE B-C,9,7
2207,7,2,DRY,CLASE B-C,1,7
2208,7,2,DRY,CLASE B-C,1,7
2209,7,2,DRY,CLASE B-C,9,7
2210,7,2,DRY,CLASE D,9,7
2211,7,2,DRY,CLASE B-C,1,7
2212,7,2,DRY,CLASE B-C,1,7
2213,7,2,DRY,CLASE B-C,1,7
2214,7,2,DRY,CLASE B-C,9,7
2215,7,2,DRY,CLASE B-C,5,7
2216,7,2,DRY,CLASE B-C,9,7
2217,7,2,DRY,CLASE B-C,1,7
2218,7,2,DRY,CLASE B-C,1,7
2219,2,2,DRY,CLASE B-C,10,7
2220,2,2,DRY,CLASE B-C,10,7
2221,2,2,RF,CLASE B-C,11,7
2222,2,2,RF,CLASE B-C,11,7
2223,2,2,DRY,CLASE B-C,10,7
2224,1,2,DRY,CLASE B-C,5,7
2225,1,2,RF,CLASE A,5,7
2226,1,2,RF,CLASE A,7,7
2227,1,2,DRY,CLASE B-C,5,7
2228,1,2,DRY,CLASE B-C,4,7
2229,1,1,DRY,CLASE B-C,5,7
2230,1,1,DRY,CLASE B-C,6,7
2231,1,2,DRY,CLASE B-C,5,7
2232,1,2,DRY,CLASE B-C,5,7
2233,7,2,DRY,CLASE B-C,1,7
2234,7,2,DRY,CLASE B,8,7
2235,7,2,DRY,CLASE B-C,1,7
2236,7,2,DRY,CLASE B-C,8,7
2237,7,2,DRY,CLASE B-C,1,7
2238,7,2,DRY,CLASE B-C,6,7
2239,7,2,DRY,CLASE B-C,8,7
2240,7,2,DRY,CLASE B-C,1,7
2241,7,2,DRY,CLASE B-C,8,7
2242,7,2,DRY,CLASE B-C,8,7
2243,7,2,DRY,CLASE B-C,8,7
2244,7,2,RF,CLASE B-C,3,7
2245,7,2,DRY,CLASE B-C,1,7
2246,7,2,DRY,CLASE B-C,8,7
2247,7,2,DRY,CLASE B-C,8,7
2248,7,2,DRY,CLASE B-C,8,7
2249,7,2,DRY,CLASE B-C,8,7
2250,7,2,DRY,CLASE B-C,8,7
2251,7,2,DRY,CLASE B-C,1,7
2252,7,2,DRY,CLASE B-C,8,7
2253,7,2,DRY,CLASE B-C,1,7
2254,7,2,DRY,CLASE B-C,8,7
2255,7,2,DRY,CLASE B-C,8,7
2256,7,2,DRY,CLASE B-C,6,7
2257,7,2,DRY,CLASE B-C,6,7
2258,7,2,DRY,CLASE B-C,1,7
2259,7,2,DRY,CLASE B-C,6,7
2260,7,2,DRY,CLASE B-C,1,7
2261,7,2,DRY,CLASE B-C,8,7
2262,7,2,DRY,CLASE B-C,1,7
2263,7,2,DRY,CLASE B-C,8,7
2264,7,2,DRY,CLASE B-C,8,7
2265,7,2,DRY,CLASE B-C,8,7
2266,7,2,DRY,CLASE B-C,8,7
2267,7,2,DRY,CLASE B-C,6,7
2268,7,2,DRY,CLASE B-C,8,7
2269,7,2,DRY,CLASE B-C,8,7
2270,7,2,DRY,CLASE B-C,1,7
2271,7,2,DRY,CLASE B-C,1,7
2272,7,2,DRY,CLASE B-C,8,7
2273,7,2,DRY,CLASE B-C,1,7
2274,7,2,DRY,CLASE B-C,8,7
2275,7,2,DRY,CLASE B-C,1,7
2276,7,2,DRY,CLASE B-C,8,7
2277,7,2,RF,CLASE B-C,4,7
2278,7,2,RF,CLASE B-C,4,7
2279,7,2,DRY,CLASE B-C,8,7
2280,7,2,DRY,CLASE B-C,1,7
2281,7,2,DRY,CLASE B-C,8,7
2282,7,2,DRY,CLASE B-C,8,7
2283,7,2,DRY,CLASE B,6,7
2284,7,2,DRY,CLASE B-C,1,7
2285,7,2,DRY,CLASE B-C,6,7
2286,7,2,DRY,CLASE B-C,6,7
2287,7,2,RF,CLASE B-C,4,7
2288,7,2,DRY,CLASE B-C,1,7
2289,7,2,DRY,CLASE B-C,8,7
2290,7,2,RF,CLASE B-C,4,7
2291,7,2,DRY,CLASE B-C,1,7
2292,7,2,DRY,CLASE B-C,1,7
2293,7,2,DRY,CLASE B-C,8,7
2294,7,2,DRY,CLASE B-C,1,7
2295,7,2,DRY,CLASE B-C,1,7
2296,7,2,DRY,CLASE B-C,8,7
2297,7,2,DRY,CLASE B-C,1,7
2298,1,1,DRY,CLASE B-C,6,7
2299,2,2,DRY,CLASE B-C,1,7
2300,2,2,DRY,CLASE B-C,1,7
2301,2,2,DRY,CLASE B-C,1,7
2302,2,2,DRY,CLASE B-C,1,7
2303,2,2,DRY,CLASE B-C,1,7
2304,2,2,DRY,CLASE B-C,1,7
2305,1,2,DRY,CLASE B-C,1,7
2306,1,2,DRY,INSPECTION,231,7
2307,1,2,DRY,INSPECTION,187,7
2308,3,2,DRY,CLASE B-C,97,7
2309,3,2,DRY,CLASE A,90,7
2310,1,2,DRY,INSPECTION,77,7
2311,1,2,DRY,INSPECTION,71,7
2312,2,2,RF,INSPECTION,71,7
2313,3,2,DRY,CLASE B-C,68,7
2314,3,2,DRY,CLASE B-C,71,7
2315,1,2,DRY,INSPECTION,64,7
2316,1,2,DRY,INSPECTION,65,7
2317,7,2,RF,CLASE B-C,69,7
2318,3,2,DRY,CLASE B-C,63,7
2319,3,2,DRY,CLASE B-C,63,7
2320,3,2,DRY,CLASE B-C,63,7
2321,3,2,DRY,CLASE B-C,63,7
2322,3,2,DRY,CLASE B-C,63,7
2323,4,2,DRY,CLASE B-C,56,7
2324,2,2,DRY,INSPECTION,48,7
2325,2,2,DRY,INSPECTION,43,7
2326,2,2,DRY,INSPECTION,53,7
2327,2,2,DRY,INSPECTION,48,7
2328,2,2,DRY,INSPECTION,53,7
2329,2,2,DRY,INSPECTION,48,7
2330,3,2,DRY,CLASE B-C,35,7
2331,3,2,DRY,CLASE B-C,35,7
2332,3,2,DRY,CLASE B-C,35,7
2333,3,2,DRY,CLASE B-C,39,7
2334,3,2,DRY,CLASE B-C,35,7
2335,7,2,DRY,CLASE B-C,39,7
2336,2,2,DRY,INSPECTION,47,7
2337,2,2,DRY,CLASE B-C,47,7
2338,2,2,DRY,INSPECTION,41,7
2339,2,1,DRY,INSPECTION,42,7
2340,2,2,DRY,INSPECTION,40,7
2341,2,2,DRY,CLASE B-C,47,7
2342,2,2,DRY,INSPECTION,38,7
2343,2,2,DRY,INSPECTION,37,7
2344,3,2,DRY,CLASE B-C,40,7
2345,8,2,DRY,CLASE B-C,40,7
2346,8,2,DRY,CLASE B-C,40,7
2347,8,2,DRY,CLASE B-C,40,7
2348,6,2,DRY,CLASE B-C,37,7
2349,6,2,DRY,CLASE B-C,37,7
2350,6,2,DRY,CLASE B-C,37,7
2351,6,2,DRY,CLASE B-C,37,7
2352,7,2,DRY,CLASE B-C,41,7
2353,8,2,DRY,CLASE B-C,40,7
2354,4,2,DRY,CLASE B-C,36,7
2355,4,2,DRY,CLASE B-C,40,7
2356,4,2,DRY,CLASE B-C,40,7
2357,4,2,DRY,CLASE B-C,40,7
2358,2,2,DRY,INSPECTION,34,7
2359,2,2,DRY,INSPECTION,33,7
2360,2,2,DRY,INSPECTION,35,7
2361,2,2,DRY,INSPECTION,34,7
2362,2,2,DRY,INSPECTION,34,7
2363,2,2,DRY,INSPECTION,33,7
2364,2,2,DRY,INSPECTION,35,7
2365,2,2,DRY,INSPECTION,36,7
2366,2,2,DRY,INSPECTION,34,7
2367,2,2,DRY,INSPECTION,34,7
2368,2,2,DRY,INSPECTION,34,7
2369,3,2,DRY,CLASE B-C,35,7
2370,6,2,DRY,CLASE B-C,31,7
2371,6,2,DRY,CLASE B-C,31,7
2372,6,2,DRY,CLASE B-C,35,7
2373,1,2,DRY,INSPECTION,35,7
2374,2,2,DRY,INSPECTION,30,7
2375,6,2,DRY,CLASE B-C,26,7
2376,6,2,DRY,CLASE B-C,26,7
2377,6,2,DRY,CLASE B-C,26,7
2378,6,2,DRY,CLASE B-C,26,7
2379,6,2,DRY,CLASE B-C,26,7
2380,6,2,DRY,CLASE B-C,26,7
2381,6,2,DRY,CLASE B-C,26,7
2382,6,2,DRY,CLASE B-C,26,7
2383,6,2,DRY,CLASE B-C,26,7
2384,6,2,DRY,CLASE B-C,26,7
2385,7,2,DRY,CLASE B-C,27,7
2386,7,2,DRY,CLASE B-C,5,7
2387,2,1,DRY,INSPECTION,14,7
2388,2,1,DRY,INSPECTION,14,7
2389,5,2,DRY,INSPECTION,14,7
2390,1,2,DRY,INSPECTION,5,7
2391,7,2,DRY,CLASE B,2,7
2392,7,2,DRY,CLASE B-C,17,7
2393,7,2,DRY,CLASE B-C,16,7
2394,7,2,DRY,CLASE B-C,17,7
2395,7,2,DRY,CLASE B-C,17,7
2396,7,2,DRY,CLASE B-C,16,7
2397,7,2,DRY,CLASE B-C,16,7
2398,7,2,DRY,CLASE B-C,16,7
2399,7,2,DRY,CLASE B-C,17,7
2400,7,2,DRY,CLASE B-C,17,7
2401,7,2,DRY,CLASE B-C,17,7
2402,7,2,DRY,CLASE B-C,16,7
2403,7,2,DRY,CLASE B-C,16,7
2404,7,2,DRY,CLASE B-C,16,7
2405,7,2,DRY,CLASE B-C,17,7
2406,7,2,DRY,CLASE B-C,16,7
2407,7,2,DRY,CLASE B-C,16,7
2408,7,2,DRY,CLASE B-C,17,7
2409,7,2,DRY,CLASE B-C,17,7
2410,7,2,DRY,CLASE B-C,17,7
2411,7,2,DRY,CLASE B-C,16,7
2412,7,2,DRY,CLASE B-C,1,7
2413,7,2,DRY,CLASE B-C,22,7
2414,7,2,DRY,CLASE B-C,20,7
2415,7,2,DRY,CLASE B-C,17,7
2416,7,2,DRY,CLASE B-C,17,7
2417,7,2,DRY,CLASE B-C,17,7
2418,7,2,DRY,CLASE B-C,17,7
2419,7,2,DRY,CLASE B-C,20,7
2420,7,2,DRY,CLASE B-C,20,7
2421,7,2,DRY,CLASE B-C,20,7
2422,7,2,DRY,CLASE B-C,17,7
2423,7,2,DRY,CLASE B-C,20,7
2424,7,2,DRY,CLASE B-C,17,7
2425,7,2,DRY,CLASE B-C,20,7
2426,7,2,DRY,CLASE B-C,16,7
2427,7,2,DRY,CLASE B-C,19,7
2428,7,2,DRY,CLASE B-C,19,7
2429,7,2,DRY,CLASE B-C,16,7
2430,7,2,DRY,CLASE B-C,19,7
2431,7,2,DRY,CLASE B-C,16,7
2432,7,2,DRY,CLASE B-C,19,7
2433,7,2,DRY,CLASE B-C,19,7
2434,7,2,DRY,CLASE B-C,19,7
2435,7,2,DRY,CLASE B-C,19,7
2436,7,2,DRY,CLASE B-C,17,7
2437,7,2,DRY,CLASE B-C,16,7
2438,7,2,DRY,CLASE B-C,19,7
2439,7,2,DRY,CLASE B-C,19,7
2440,7,2,DRY,CLASE B-C,19,7
2441,7,2,DRY,CLASE B-C,16,7
2442,7,2,DRY,CLASE B-C,16,7
2443,7,2,DRY,CLASE B-C,20,7
2444,7,2,DRY,CLASE B-C,19,7
2445,7,2,DRY,CLASE B-C,20,7
2446,7,2,DRY,CLASE B-C,20,7
2447,7,2,DRY,CLASE B-C,19,7
2448,7,2,DRY,CLASE B-C,19,7
2449,7,2,DRY,CLASE B-C,19,7
2450,7,2,DRY,CLASE B-C,19,7
2451,7,2,DRY,CLASE B-C,19,7
2452,7,2,DRY,CLASE B-C,20,7
2453,7,2,DRY,CLASE B-C,19,7
2454,7,2,DRY,CLASE B-C,19,7
2455,7,2,DRY,CLASE B-C,19,7
2456,7,2,DRY,CLASE B-C,19,7
2457,7,2,DRY,CLASE B-C,19,7
2458,7,2,DRY,CLASE B-C,19,7
2459,7,2,DRY,CLASE B-C,20,7
2460,7,2,DRY,CLASE B-C,19,7
2461,7,2,RF,CLASE B-C,19,7
2462,7,2,DRY,CLASE B-C,19,7
2463,7,2,DRY,CLASE B-C,20,7
2464,7,2,DRY,CLASE B-C,19,7
2465,7,2,DRY,CLASE B-C,19,7
2466,7,2,DRY,CLASE B-C,19,7
2467,3,1,DRY,CLASE B-C,10,7
2468,3,1,DRY,CLASE B-C,10,7
2469,6,2,RF,CLASE B-C,14,7
2470,6,2,DRY,CLASE B-C,13,7
2471,6,2,DRY,CLASE B-C,8,7
2472,6,2,RF,CLASE B-C,15,7
2473,6,2,DRY,CLASE B-C,8,7
2474,7,2,DRY,CLASE B-C,12,7
2475,7,2,DRY,CLASE B-C,12,7
2476,7,2,DRY,CLASE B-C,13,7
2477,7,2,DRY,CLASE B-C,13,7
2478,7,2,DRY,CLASE B-C,13,7
