Unnamed: 0,Condition,Owner_in,Size_in,Type_in,Quality_in,Owner_out,Size_out,Type_out,Quality_out,DaysInDeposit,week
1053,O,7,2,DRY,CLASE B-C,8,2,RF,CLASE B-C,57,5
1054,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,59,5
1055,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,61,5
1056,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,55,5
1057,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,55,5
1058,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,57,5
1059,O,7,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,52,5
1060,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,54,5
1061,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,54,5
1062,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,53,5
1063,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,54,5
1064,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1065,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE D,47,5
1066,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,54,5
1067,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1068,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,54,5
1069,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1070,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,45,5
1071,D,7,2,DRY,CLASE B-C,2,1,DRY,CLASE B-C,43,5
1072,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,46,5
1073,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,50,5
1074,O,7,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,46,5
1075,O,7,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,42,5
1076,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1077,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1078,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,52,5
1079,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1080,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1081,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,50,5
1082,O,7,2,RF,CLASE B-C,2,1,DRY,CLASE B-C,43,5
1083,O,7,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,47,5
1084,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1085,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,46,5
1086,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B,1,5
1087,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,46,5
1088,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,1,5
1089,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,46,5
1090,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,45,5
1091,O,7,2,DRY,CLASE B-C,7,2,RF,CLASE B-C,41,5
1092,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,33,5
1093,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1094,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,39,5
1095,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
1096,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,33,5
1097,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
1098,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,35,5
1099,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1100,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,39,5
1101,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,39,5
1102,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,34,5
1103,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,39,5
1104,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,39,5
1105,O,7,2,DRY,CLASE B-C,1,1,DRY,INSPECTION,40,5
1106,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,27,5
1107,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,24,5
1108,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,43,5
1109,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1110,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1111,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,27,5
1112,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,28,5
1113,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,21,5
1114,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1115,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,35,5
1116,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,33,5
1117,O,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,32,5
1118,O,7,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,34,5
1119,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,31,5
1120,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,34,5
1121,I,7,2,DRY,INSPECTION,6,2,RF,CLASE B-C,34,5
1122,O,7,2,DRY,CLASE B,6,2,RF,CLASE B-C,28,5
1123,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,33,5
1124,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,36,5
1125,O,7,2,DRY,CLASE B-C,1,2,RF,CLASE B-C,35,5
1126,O,7,2,DRY,CLASE B,1,2,RF,CLASE B-C,33,5
1127,O,7,2,DRY,CLASE B-C,1,2,DRY,CLASE B-C,22,5
1128,O,7,2,DRY,CLASE B,1,2,DRY,CLASE B-C,13,5
1129,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,25,5
1130,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1131,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1132,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1133,O,7,2,DRY,CLASE A,2,2,DRY,CLASE B-C,25,5
1134,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1135,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,33,5
1136,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1137,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1138,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1139,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1140,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,27,5
1141,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1142,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1143,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1144,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1145,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1146,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1147,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1148,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1149,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1150,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1151,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1152,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1153,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1154,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B,25,5
1155,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1156,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1157,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B,25,5
1158,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1159,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B,26,5
1160,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1161,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1162,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1163,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1164,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1165,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1166,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1167,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1168,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1169,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1170,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1171,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1172,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1173,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,33,5
1174,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1175,D,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1176,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1177,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1178,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1179,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1180,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1181,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1182,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1183,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1184,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1185,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1186,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1187,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,26,5
1188,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,28,5
1189,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1190,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1191,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1192,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1193,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,32,5
1194,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1195,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1196,O,7,2,DRY,CLASE A,2,2,DRY,CLASE B-C,26,5
1197,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,28,5
1198,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1199,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1200,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1201,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1202,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1203,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1204,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1205,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1206,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1207,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1208,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1209,D,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1210,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1211,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1212,I,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1213,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1214,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1215,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1216,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1217,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1218,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1219,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1220,O,7,2,DRY,CLASE D,2,2,DRY,CLASE B-C,29,5
1221,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1222,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1223,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1224,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1225,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1226,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1227,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1228,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1229,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1230,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1231,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1232,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1233,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1234,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1235,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1236,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1237,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1238,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,31,5
1239,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1240,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1241,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1242,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1243,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1244,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1245,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1246,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1247,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1248,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1249,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1250,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1251,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1252,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE D,26,5
1253,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1254,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1255,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1256,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1257,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,32,5
1258,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1259,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,33,5
1260,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1261,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1262,I,7,2,DRY,INSPECTION,2,2,DRY,CLASE B-C,26,5
1263,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1264,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1265,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1266,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1267,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1268,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,29,5
1269,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1270,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1271,I,7,2,DRY,INSPECTION,2,2,DRY,CLASE B-C,28,5
1272,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1273,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,28,5
1274,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1275,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1276,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1277,O,7,2,DRY,CLASE B-C,3,2,DRY,CLASE B-C,18,5
1278,D,7,2,DRY,CLASE D,3,2,DRY,CLASE A,23,5
1279,I,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1280,O,7,2,DRY,CLASE B,3,2,DRY,CLASE A,23,5
1281,D,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,23,5
1282,D,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1283,O,7,2,RF,CLASE B-C,3,2,DRY,CLASE A,23,5
1284,D,7,2,DRY,CLASE B-C,3,2,DRY,CLASE A,25,5
1285,O,7,2,DRY,CLASE B,8,2,DRY,CLASE B-C,25,5
1286,O,7,2,DRY,CLASE B,8,2,RF,CLASE B-C,24,5
1287,O,7,2,DRY,CLASE B,6,2,RF,CLASE B-C,25,5
1288,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,29,5
1289,O,7,2,DRY,CLASE A,6,2,RF,CLASE B-C,25,5
1290,O,7,2,DRY,CLASE A,6,2,RF,CLASE B-C,26,5
1291,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,27,5
1292,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,27,5
1293,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,25,5
1294,O,7,2,DRY,CLASE B-C,6,2,DRY,CLASE B-C,24,5
1295,O,7,2,DRY,CLASE B-C,6,1,DRY,INSPECTION,25,5
1296,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,25,5
1297,O,7,2,DRY,CLASE B-C,6,2,RF,CLASE B-C,27,5
1298,D,7,2,DRY,CLASE B-C,7,2,DRY,CLASE B-C,18,5
1299,O,7,2,DRY,CLASE B,7,2,RF,CLASE B-C,28,5
1300,O,7,2,DRY,CLASE B-C,9,2,DRY,CLASE B-C,6,5
1301,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1302,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1303,O,7,2,DRY,CLASE B,2,2,DRY,CLASE B-C,20,5
1304,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1305,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,21,5
1306,I,7,2,DRY,INSPECTION,2,2,DRY,CLASE B-C,26,5
1307,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1308,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1309,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,23,5
1310,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,19,5
1311,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE A,21,5
1312,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE D,21,5
1313,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1314,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1315,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1316,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1317,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1318,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1319,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1320,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1321,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1322,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1323,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1324,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1325,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1326,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1327,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1328,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1329,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE D,20,5
1330,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1331,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,24,5
1332,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1333,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1334,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1335,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1336,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1337,D,7,2,DRY,CLASE B-C,2,2,RF,CLASE B-C,5,5
1338,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1339,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1340,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1341,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1342,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1343,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1344,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1345,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1346,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1347,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1348,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1349,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1350,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1351,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1352,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1353,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1354,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1355,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1356,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1357,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1358,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1359,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1360,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1361,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1362,O,7,2,DRY,CLASE D,2,2,DRY,CLASE B-C,21,5
1363,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1364,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1365,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1366,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1367,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1368,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1369,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1370,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,19,5
1371,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1372,I,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1373,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1374,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1375,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1376,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,18,5
1377,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,19,5
1378,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1379,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE D,23,5
1380,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1381,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,25,5
1382,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1383,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE D,23,5
1384,I,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1385,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1386,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1387,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1388,O,7,2,RF,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1389,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,20,5
1390,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,26,5
1391,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,21,5
1392,D,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,23,5
1393,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1394,O,7,2,DRY,CLASE B-C,2,2,DRY,CLASE B-C,22,5
1395,I,7,2,DRY,INSPECTION,2,2,DRY,CLASE B-C,21,5
